fact_unit,2010-07-30,2010-10-29,2011-02-11,2011-04-29,2011-07-29,2011-11-07,2012-02-10,2012-04-27,2012-07-27,2012-10-26,2013-02-06,2013-04-26,2013-07-26,2013-10-31,2014-02-07,2014-05-02,2014-08-01,2014-10-31,2015-02-06,2015-05-01,2015-07-31,2015-10-30,2015-11-16,2016-02-11,2016-04-29,2016-07-29,2016-10-28,2017-02-10,2017-04-28,2017-07-28,2017-10-27,2018-02-09,2018-04-27,2018-07-27,2018-10-26,2019-02-08,2019-05-03,2019-07-25,2019-11-07,2020-02-14,2020-04-29,2020-05-21,2020-07-31,2020-11-05,2021-02-12,2021-05-07,2021-08-06,2021-11-05,2022-02-11,2022-05-03,2022-08-05,2022-11-04,2023-02-10,2023-05-05,2023-08-03,2023-11-03,2024-02-09,2024-05-03,2024-08-09,2024-11-08,2025-02-07,2025-05-09,2025-08-08,2025-11-07
AccountsPayableOtherCurrent / USD,,,,,,,,,,,,,,283029000.0,283029000.0,261288000.0,261288000.0,261288000.0,261288000.0,361382000.0,361382000.0,361382000.0,261288000.0,361382000.0,485557000.0,485557000.0,485557000.0,485557000.0,577012000.0,577012000.0,577012000.0,577012000.0,698000000.0,698000000.0,698000000.0,698000000.0,788000000.0,788000000.0,788000000.0,788000000.0,,906000000.0,906000000.0,906000000.0,906000000.0,496000000.0,496000000.0,496000000.0,496000000.0,688000000.0,688000000.0,688000000.0,688000000.0,947000000.0,947000000.0,947000000.0,947000000.0,1077000000.0,1077000000.0,1077000000.0,1077000000.0,1039000000.0,1039000000.0,1039000000.0
AccountsReceivableNetCurrent / USD,307817000.0,307817000.0,307817000.0,328468000.0,328468000.0,328468000.0,275846000.0,339427000.0,339427000.0,339427000.0,339427000.0,461531000.0,461531000.0,461531000.0,461531000.0,614735000.0,614735000.0,614735000.0,614735000.0,778334000.0,778334000.0,778334000.0,614735000.0,778334000.0,1082406000.0,1082406000.0,1082406000.0,1082406000.0,1343247000.0,1343247000.0,1343247000.0,1343247000.0,1866000000.0,1866000000.0,1866000000.0,1866000000.0,2151000000.0,2151000000.0,2151000000.0,2151000000.0,,2524000000.0,2524000000.0,2524000000.0,2524000000.0,701000000.0,701000000.0,701000000.0,701000000.0,1264000000.0,1264000000.0,1264000000.0,1264000000.0,2078000000.0,2078000000.0,2078000000.0,2078000000.0,2786000000.0,2786000000.0,2786000000.0,2786000000.0,3213000000.0,3213000000.0,3213000000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,62025000.0,61874000.0,61874000.0,61874000.0,61874000.0,59661000.0,59661000.0,59661000.0,61874000.0,59661000.0,68019000.0,68019000.0,68019000.0,68019000.0,49739000.0,49739000.0,49739000.0,49739000.0,33000000.0,33000000.0,33000000.0,33000000.0,74000000.0,74000000.0,74000000.0,74000000.0,,88000000.0,88000000.0,88000000.0,88000000.0,50000000.0,50000000.0,50000000.0,50000000.0,16000000.0,16000000.0,16000000.0,16000000.0,21000000.0,21000000.0,21000000.0,21000000.0,26000000.0,26000000.0,26000000.0,26000000.0,51000000.0,51000000.0,51000000.0
AccruedLiabilitiesCurrent / USD,325184000.0,325184000.0,325184000.0,322827000.0,322827000.0,322827000.0,272770000.0,333237000.0,333237000.0,333237000.0,333237000.0,590505000.0,590505000.0,590505000.0,556244000.0,536895000.0,536895000.0,536895000.0,536895000.0,753625000.0,753625000.0,753625000.0,536895000.0,753625000.0,1469725000.0,1469725000.0,1469725000.0,1469725000.0,1090826000.0,1090826000.0,1090826000.0,1090826000.0,1265000000.0,1265000000.0,1265000000.0,1265000000.0,808000000.0,808000000.0,808000000.0,808000000.0,,1050000000.0,1050000000.0,1050000000.0,1050000000.0,979000000.0,979000000.0,979000000.0,979000000.0,824000000.0,824000000.0,824000000.0,824000000.0,787000000.0,787000000.0,787000000.0,787000000.0,752000000.0,752000000.0,752000000.0,752000000.0,766000000.0,766000000.0,766000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,434296000.0,,,,552241000.0,,,,655301000.0,,,,781477000.0,,,,781477000.0,1011085000.0,,,,1201744000.0,,,,1575879000.0,,,,2056000000.0,,,,2552000000.0,,,,,2833000000.0,,,,3289000000.0,,,,2568000000.0,,,,2744000000.0,,,,2765000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,3379000.0,3379000.0,3379000.0,-8803000.0,-8803000.0,-8803000.0,-8803000.0,-17350000.0,-17350000.0,-17350000.0,-17350000.0,22000.0,22000.0,22000.0,22000.0,18197000.0,18197000.0,18197000.0,18197000.0,-138774000.0,-138774000.0,-138774000.0,18197000.0,-138774000.0,-284894000.0,-284894000.0,-284894000.0,-284894000.0,-280399000.0,-280399000.0,-280399000.0,-280399000.0,-149000000.0,-149000000.0,-149000000.0,-149000000.0,-220000000.0,-220000000.0,-220000000.0,-220000000.0,,-217000000.0,-217000000.0,-217000000.0,-217000000.0,-178000000.0,-178000000.0,-178000000.0,-178000000.0,-149000000.0,-149000000.0,-149000000.0,-149000000.0,-234000000.0,-234000000.0,-234000000.0,-234000000.0,-209000000.0,-209000000.0,-209000000.0,-209000000.0,-232000000.0,-232000000.0,-232000000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,5921140000.0,8696508000.0,8696508000.0,8696508000.0,8696508000.0,8794298000.0,8794298000.0,8794298000.0,8794298000.0,9163000000.0,9163000000.0,9163000000.0,9163000000.0,9549000000.0,9549000000.0,9549000000.0,9549000000.0,,12978000000.0,12978000000.0,12978000000.0,12978000000.0,13566000000.0,13566000000.0,13566000000.0,13566000000.0,14229000000.0,14229000000.0,14229000000.0,14229000000.0,14795000000.0,14795000000.0,14795000000.0,14795000000.0,15398000000.0,15398000000.0,15398000000.0,15398000000.0,16043000000.0,16043000000.0,16043000000.0
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,85033000.0,,,,85033000.0,,,,85033000.0,,,,1000000.0,2000000.0,2000000.0,2000000.0,9000000.0,,,2000000.0,2000000.0,2000000.0,7000000.0,7000000.0,7000000.0,2000000.0,7000000.0,7000000.0,7000000.0,20000000.0,,4000000.0,5000000.0,20000000.0,2000000.0,4000000.0,5000000.0,7000000.0,2000000.0,2000000.0,2000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,60094000.0,,,,59805000.0,,,,56427000.0,,,,77075000.0,,,,57545000.0,,,,57545000.0,116735000.0,,,,69620000.0,,,,147988000.0,,,,196000000.0,49000000.0,103000000.0,157000000.0,148000000.0,,56000000.0,119000000.0,177000000.0,208000000.0,59000000.0,118000000.0,173000000.0,246000000.0,91000000.0,225000000.0,355000000.0,225000000.0,97000000.0,201000000.0,307000000.0,465000000.0,114000000.0,236000000.0,357000000.0,411000000.0,118000000.0,251000000.0,416000000.0
AdvertisingExpense / USD,,,,,,,622000000.0,,,,694000000.0,,,,797000000.0,,,,890000000.0,,,,890000000.0,1200000000.0,,,,1600000000.0,,,,2100000000.0,,,,,,,,3300000000.0,,,,,3400000000.0,,,,3500000000.0,,,,1200000000.0,,,,2700000000.0,,,,3900000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000000.0,,,,,242000000.0,,,,149000000.0,,,,,203000000.0,,,,241000000.0,,,,205000000.0,,,,418000000.0,,,,374000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,14562000.0,14562000.0,14562000.0,12114000.0,12114000.0,12114000.0,6930000.0,7959000.0,7959000.0,7959000.0,7959000.0,10771000.0,10771000.0,10771000.0,10771000.0,11555000.0,11555000.0,11555000.0,11555000.0,13760000.0,13760000.0,13760000.0,11555000.0,13760000.0,27035000.0,27035000.0,27035000.0,27035000.0,25278000.0,25278000.0,25278000.0,25278000.0,31000000.0,31000000.0,31000000.0,31000000.0,34000000.0,34000000.0,34000000.0,34000000.0,,41000000.0,41000000.0,41000000.0,41000000.0,101000000.0,101000000.0,101000000.0,101000000.0,65000000.0,65000000.0,65000000.0,65000000.0,40000000.0,40000000.0,40000000.0,40000000.0,46000000.0,46000000.0,46000000.0,46000000.0,55000000.0,55000000.0,55000000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,13000000.0,18000000.0,,2000000.0,11000000.0,16000000.0,,7000000.0,13000000.0,18000000.0,,3000000.0,6000000.0,15000000.0,,5000000.0,9000000.0,18000000.0
AmortizationOfIntangibleAssets / USD,18371000.0,27959000.0,69436000.0,9028000.0,17372000.0,25498000.0,23875000.0,5834000.0,11748000.0,17312000.0,22514000.0,3422000.0,12053000.0,21527000.0,21925000.0,12570000.0,31407000.0,49921000.0,31705000.0,18492000.0,36756000.0,55275000.0,31705000.0,71731000.0,25042000.0,51922000.0,83322000.0,76773000.0,89999000.0,174180000.0,249119000.0,156458000.0,67000000.0,133000000.0,204000000.0,317000000.0,72000000.0,144000000.0,215000000.0,275000000.0,,52000000.0,104000000.0,154000000.0,283000000.0,44000000.0,85000000.0,122000000.0,198000000.0,27000000.0,53000000.0,77000000.0,154000000.0,22000000.0,43000000.0,66000000.0,99000000.0,15000000.0,30000000.0,44000000.0,88000000.0,15000000.0,30000000.0,44000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,,,,,,,,19000000.0,18000000.0,4000000.0,1000000.0,18000000.0,7000000.0,4000000.0,1000000.0,4000000.0,11000000.0,7000000.0,7000000.0,4000000.0,23000000.0,22000000.0,9000000.0,2000000.0,23000000.0,21000000.0,1000000.0,7000000.0,23000000.0,22000000.0,5000000.0,4000000000000.0,,21000000.0,5000000.0,2000000.0,9000000.0,18000000.0,26000000.0,,11000000.0,,,,11000000.0,,,,9000000.0,,,,4000000.0,,,
Assets / USD,5937156000.0,5937156000.0,5937156000.0,6650994000.0,6650994000.0,6650994000.0,6656922000.0,6505258000.0,6505258000.0,6505258000.0,6505258000.0,7085195000.0,7085195000.0,7085195000.0,7132746000.0,7739481000.0,7739481000.0,7739481000.0,7739481000.0,9020538000.0,9020538000.0,9020538000.0,7739481000.0,9020538000.0,15485675000.0,15485675000.0,15485675000.0,15485675000.0,15777546000.0,15777546000.0,15777546000.0,15777546000.0,18516000000.0,18516000000.0,18516000000.0,18516000000.0,18033000000.0,18033000000.0,18033000000.0,18033000000.0,,21416000000.0,21416000000.0,21416000000.0,21416000000.0,18690000000.0,18690000000.0,18690000000.0,18690000000.0,21548000000.0,21548000000.0,21548000000.0,21548000000.0,21561000000.0,21561000000.0,21561000000.0,21561000000.0,21642000000.0,21642000000.0,21642000000.0,21642000000.0,22388000000.0,22388000000.0,22388000000.0
AssetsCurrent / USD,1225049000.0,1225049000.0,1225049000.0,1701627000.0,1701627000.0,1701627000.0,1707555000.0,2274429000.0,2274429000.0,2274429000.0,2274429000.0,2614502000.0,2614502000.0,2614502000.0,2642266000.0,2219287000.0,2219287000.0,2219287000.0,2219287000.0,2924489000.0,2924489000.0,2924489000.0,2219287000.0,2924489000.0,2976261000.0,2976261000.0,2976261000.0,2976261000.0,3450251000.0,3450251000.0,3450251000.0,3450251000.0,5540000000.0,5540000000.0,5540000000.0,5540000000.0,5197000000.0,5197000000.0,5197000000.0,5197000000.0,,7735000000.0,7735000000.0,7735000000.0,7735000000.0,5634000000.0,5634000000.0,5634000000.0,5634000000.0,8181000000.0,8181000000.0,8181000000.0,8181000000.0,8791000000.0,8791000000.0,8791000000.0,8791000000.0,9230000000.0,9230000000.0,9230000000.0,9230000000.0,9815000000.0,9815000000.0,9815000000.0
CapitalizedComputerSoftwareAmortization1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000000.0,,,,230000000.0,,,,300000000.0,,,,398000000.0,,,,,479000000.0,,,,556000000.0,,,,593000000.0,,,,588000000.0,,,,597000000.0,,,
CapitalizedComputerSoftwareNet / USD,,,,,,,133000000.0,,,,184000000.0,,,,257000000.0,,,,325000000.0,,,,325000000.0,386000000.0,,,,484000000.0,,,,639000000.0,,,,735000000.0,,,,829000000.0,,,,,893000000.0,,,,898000000.0,,,,895000000.0,,,,960000000.0,,,,999000000.0,,,
CashAndCashEquivalentsAtCarryingValue / USD,665412000.0,665412000.0,617386000.0,642544000.0,642544000.0,642544000.0,657411000.0,621199000.0,621199000.0,621199000.0,611180000.0,689134000.0,689134000.0,689134000.0,621199000.0,1293161000.0,1293161000.0,1293161000.0,689134000.0,1021033000.0,1021033000.0,1021033000.0,689134000.0,1293161000.0,1402700000.0,1402700000.0,1402700000.0,1021033000.0,1676299000.0,1676299000.0,1676299000.0,1402700000.0,2847000000.0,2847000000.0,2847000000.0,2847000000.0,2443000000.0,2443000000.0,2443000000.0,2443000000.0,,3315000000.0,3315000000.0,3315000000.0,3315000000.0,3363000000.0,3363000000.0,3363000000.0,3363000000.0,4111000000.0,4111000000.0,4111000000.0,4111000000.0,4096000000.0,4096000000.0,4096000000.0,4096000000.0,4225000000.0,4225000000.0,4225000000.0,4225000000.0,4183000000.0,4183000000.0,4183000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818000000.0,1818000000.0,1818000000.0,1713000000.0,2917000000.0,2917000000.0,2917000000.0,1818000000.0,,2705000000.0,2705000000.0,2705000000.0,2917000000.0,4097000000.0,4097000000.0,4097000000.0,2705000000.0,4138000000.0,4138000000.0,4138000000.0,4097000000.0,5805000000.0,5805000000.0,5805000000.0,4138000000.0,5851000000.0,5851000000.0,5851000000.0,5805000000.0,5661000000.0,5661000000.0,5661000000.0
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721000000.0,1105000000.0,1470000000.0,105000000.0,729000000.0,495000000.0,192000000.0,1099000000.0,,1453000000.0,2175000000.0,1542000000.0,-212000000.0,624000000.0,2269000000.0,984000000.0,1392000000.0,2127000000.0,3867000000.0,2480000000.0,41000000.0,2330000000.0,2519000000.0,561000000.0,1667000000.0,2536000000.0,2907000000.0,641000000.0,46000000.0,1961000000.0,2701000000.0,385000000.0
CommonStockDividendsPerShareDeclared / USD/shares,0.14,0.21,0.28,0.07,0.14,0.21,0.56,0.14,0.28,0.42,0.56,0.09,0.18,0.31,0.56,0.13,0.26,0.41,0.96,0.15,0.3,0.48,0.96,0.56,0.18,0.36,0.6,0.66,0.24,0.24,0.24,0.84,0.28,0.56,0.86,1.0,0.3,0.6,0.92,1.16,,0.32,0.64,0.98,1.24,0.34,0.34,0.34,0.32,,,,0.34,,,,,,,,,0.4,0.4,0.4
CommonStockParOrStatedValuePerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
CommonStockSharesAuthorized / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0,1600000000.0
CommonStockSharesIssued / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261564000.0,261564000.0,274661000.0,274661000.0,274661000.0,274661000.0,278264000.0,278264000.0,278264000.0,278264000.0,282149000.0,282149000.0,282149000.0,282149000.0,287509000.0,287509000.0,287509000.0
CommonStockSharesOutstanding / shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136832712.0,136832712.0,,,,,136832712.0,,,138074000.0,136832712.0,150125000.0,150125000.0,150125000.0,150125000.0,147757000.0,147757000.0,147757000.0,147757000.0,131522000.0,131522000.0,131522000.0,131522000.0,123271000.0,123271000.0,123271000.0
CommonStockValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest / USD,,,,,,,4351000.0,775000.0,5797000.0,8750000.0,4575000.0,990000.0,972000.0,424000.0,9616000.0,-2630000.0,-9595000.0,-13310000.0,1559000.0,9786000.0,3822000.0,-23932000.0,1559000.0,-12485000.0,-44252000.0,-71608000.0,-78580000.0,-32902000.0,9658000.0,-19718000.0,-17692000.0,-86662000.0,7000000.0,31000000.0,41000000.0,-29000000.0,-1000000.0,-32000000.0,-29000000.0,45000000.0,,-5000000.0,5000000.0,-13000000.0,-26000000.0,-102000000.0,-100000000.0,-94000000.0,-1000000.0,-19000000.0,-18000000.0,-25000000.0,-88000000.0,-6000000.0,-26000000.0,-51000000.0,-24000000.0,10000000.0,11000000.0,-115000000.0,-30000000.0,-3000000.0,-15000000.0,-11000000.0
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest / USD,,,,,,,323258000.0,77255000.0,229640000.0,405700000.0,413893000.0,12051000.0,93521000.0,278627000.0,473363000.0,-125660000.0,-58957000.0,133990000.0,299102000.0,5577000.0,86499000.0,258964000.0,299102000.0,238540000.0,-100815000.0,304261000.0,552950000.0,208224000.0,-101404000.0,-111330000.0,162481000.0,531683000.0,-50000000.0,94000000.0,521000000.0,251000000.0,-111000000.0,-207000000.0,310000000.0,554000000.0,,-105000000.0,89000000.0,438000000.0,312000000.0,-1487000000.0,-2193000000.0,-2345000000.0,567000000.0,-618000000.0,-776000000.0,-442000000.0,-2661000000.0,-140000000.0,-424000000.0,-44000000.0,17000000.0,-112000000.0,278000000.0,544000000.0,237000000.0,-151000000.0,222000000.0,939000000.0
ConstructionInProgressExpendituresIncurredButNotYetPaid / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000000.0,,,
ConstructionInProgressGross / USD,,,,,,,28630000.0,,,,57022000.0,,,,42473000.0,,,,45394000.0,,,,45394000.0,31067000.0,,,,163839000.0,,,,252835000.0,,,,365000000.0,,,,531000000.0,,,,,510000000.0,,,,51000000.0,,,,33000000.0,,,,63000000.0,,,,151000000.0,,,
ContractWithCustomerLiabilityCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326000000.0,326000000.0,364000000.0,364000000.0,364000000.0,364000000.0,,321000000.0,321000000.0,321000000.0,321000000.0,172000000.0,172000000.0,172000000.0,172000000.0,166000000.0,166000000.0,166000000.0,166000000.0,163000000.0,163000000.0,163000000.0,163000000.0,164000000.0,164000000.0,164000000.0,164000000.0,164000000.0,164000000.0,164000000.0
CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000000.0,990000000.0,1538000000.0,1864000000.0,629000000.0,1010000000.0,1373000000.0,2066000000.0,311000000.0,685000000.0,1127000000.0,1649000000.0,371000000.0,790000000.0,1245000000.0,1522000000.0,414000000.0,821000000.0,1233000000.0,1657000000.0,358000000.0,720000000.0,1108000000.0
CurrentFederalTaxExpenseBenefit / USD,,,,,,,104021000.0,,,,72807000.0,,,,23933000.0,,,,56501000.0,,,,56501000.0,38209000.0,,,,120541000.0,,,,154050000.0,,,,-41000000.0,,,,12000000.0,,,,,186000000.0,,,,76000000.0,,,,-31000000.0,,,,17000000.0,,,,17000000.0,,,
CurrentForeignTaxExpenseBenefit / USD,,,,,,,7476000.0,,,,21003000.0,,,,34053000.0,,,,45721000.0,,,,45721000.0,47300000.0,,,,43536000.0,,,,69359000.0,,,,65000000.0,,,,130000000.0,,,,,167000000.0,,,,198000000.0,,,,96000000.0,,,,68000000.0,,,,102000000.0,,,
CurrentIncomeTaxExpenseBenefit / USD,,,,,,,123053000.0,,,,101161000.0,,,,65789000.0,,,,102198000.0,,,,102198000.0,85107000.0,,,,170722000.0,,,,224849000.0,,,,30000000.0,,,,148000000.0,,,,,395000000.0,,,,294000000.0,,,,65000000.0,,,,92000000.0,,,,125000000.0,,,
CurrentStateAndLocalTaxExpenseBenefit / USD,,,,,,,11556000.0,,,,7351000.0,,,,7803000.0,,,,-24000.0,,,,-24000.0,-402000.0,,,,6645000.0,,,,1440000.0,,,,6000000.0,,,,6000000.0,,,,,42000000.0,,,,20000000.0,,,,0.0,,,,7000000.0,,,,6000000.0,,,
