fact_unit,2012-04-12,2013-03-27,2014-02-28,2015-03-06,2016-02-26,2017-03-03,2018-04-11,2019-03-01,2019-10-29,2020-02-27,2020-04-28,2020-07-28,2020-10-27,2021-02-25,2021-04-27,2021-08-03,2021-11-02,2022-02-24,2022-05-03,2022-07-26,2022-11-01,2023-03-01,2023-05-02,2023-07-25,2023-11-07,2024-02-22,2024-04-30,2024-07-23,2024-11-05,2025-02-20,2025-04-29,2025-07-24,2025-10-28
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree / USD,,15000000.0,15000000.0,13000000.0,17000000.0,17000000.0,18000000.0,19000000.0,,24000000.0,,,,26000000.0,,,,25000000.0,,,,24000000.0,,,,28000000.0,,,,26000000.0,,,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo / USD,,13000000.0,14000000.0,13000000.0,14000000.0,16000000.0,17000000.0,18000000.0,,21000000.0,,,,24000000.0,,,,23000000.0,,,,24000000.0,,,,25000000.0,,,,25000000.0,,,
DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear / USD,,,,,,,7000000.0,12000000.0,,14000000.0,,,,9000000.0,,,,12000000.0,,,,19000000.0,,,,15000000.0,,,,14000000.0,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets / USD,,6000000.0,6000000.0,6000000.0,7000000.0,7000000.0,6000000.0,6000000.0,,6000000.0,,,,6000000.0,,,,6000000.0,,,,5000000.0,,,,6000000.0,,,,5000000.0,,,
DefinedBenefitPlanFairValueOfPlanAssets / USD,,162000000.0,170000000.0,157000000.0,190000000.0,172000000.0,195000000.0,201000000.0,,203000000.0,,,,224000000.0,,,,222000000.0,,,,202000000.0,,,,213000000.0,,,,201000000.0,,,
DefinedBenefitPlanInterestCost / USD,,15000000.0,15000000.0,14000000.0,15000000.0,13000000.0,11000000.0,14000000.0,,11000000.0,,,,12000000.0,,,,12000000.0,,,,7000000.0,,,,6000000.0,,,,8000000.0,,,
DefinedBenefitPlanNetPeriodicBenefitCost / USD,,20000000.0,20000000.0,18000000.0,21000000.0,15000000.0,16000000.0,26000000.0,,-1000000.0,,,,26000000.0,,,,24000000.0,,,,27000000.0,,,,28000000.0,,,,27000000.0,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,407000000.0,,,,459000000.0,,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets / USD,,,,,,,,,,,,,,,,,,,,,,,,,,84000000.0,,,,87000000.0,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1 / USD,,1000000.0,1000000.0,2000000.0,6000000.0,6000000.0,6000000.0,1000000.0,,25000000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
DefinedBenefitPlanServiceCost / USD,,12000000.0,12000000.0,11000000.0,12000000.0,10000000.0,12000000.0,17000000.0,,15000000.0,,,,16000000.0,,,,14000000.0,,,,17000000.0,,,,18000000.0,,,,15000000.0,,,
DefinedBenefitPlanWeightedAverageAssetAllocations / pure,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,
DefinedContributionPlanCostRecognized / USD,,15000000.0,16000000.0,19000000.0,20000000.0,21000000.0,21000000.0,44000000.0,,42000000.0,,,,49000000.0,,,,47000000.0,,,,47000000.0,,,,52000000.0,,,,62000000.0,,,
DepositsAssetsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,409000000.0,409000000.0,409000000.0,409000000.0,,,0.0
Depreciation / USD,,359000000.0,290000000.0,247000000.0,246000000.0,219000000.0,262000000.0,609000000.0,354000000.0,611000000.0,124000000.0,252000000.0,387000000.0,478000000.0,133000000.0,269000000.0,408000000.0,518000000.0,132000000.0,267000000.0,406000000.0,547000000.0,142000000.0,291000000.0,447000000.0,551000000.0,160000000.0,322000000.0,485000000.0,605000000.0,145000000.0,291000000.0,440000000.0
DepreciationAndAmortization / USD,,,591000000.0,533000000.0,514000000.0,405000000.0,517000000.0,2205000000.0,1484000000.0,2173000000.0,502000000.0,1008000000.0,1525000000.0,1987000000.0,540000000.0,1083000000.0,1672000000.0,2047000000.0,341000000.0,646000000.0,952000000.0,1988000000.0,310000000.0,627000000.0,948000000.0,,283000000.0,564000000.0,837000000.0,,235000000.0,448000000.0,666000000.0
DepreciationDepletionAndAmortization / USD,818000000.0,684000000.0,,,,,,,1484000000.0,2173000000.0,502000000.0,1008000000.0,1525000000.0,1987000000.0,540000000.0,1083000000.0,1672000000.0,2047000000.0,341000000.0,646000000.0,952000000.0,1988000000.0,310000000.0,627000000.0,948000000.0,1262000000.0,283000000.0,564000000.0,837000000.0,1250000000.0,235000000.0,448000000.0,666000000.0
Dividends / USD,,,,,,,,,74000000.0,0.0,71000000.0,71000000.0,71000000.0,147000000.0,105000000.0,,315000000.0,351000000.0,,,,420000000.0,,,,606000000.0,,,,885000000.0,,,
DividendsCommonStock / USD,,,,,,,,147000000.0,74000000.0,147000000.0,71000000.0,71000000.0,71000000.0,147000000.0,105000000.0,105000000.0,105000000.0,351000000.0,155000000.0,155000000.0,155000000.0,420000000.0,222000000.0,222000000.0,222000000.0,606000000.0,264000000.0,264000000.0,264000000.0,885000000.0,260000000.0,260000000.0,260000000.0
DividendsPayableCurrentAndNoncurrent / USD,,,,,,,,,,,,,,,,105000000.0,105000000.0,105000000.0,155000000.0,155000000.0,155000000.0,149000000.0,222000000.0,222000000.0,222000000.0,219000000.0,263000000.0,263000000.0,263000000.0,261000000.0,260000000.0,260000000.0,260000000.0
EarningsPerShareBasic / USD/shares,,,1.57,-0.46,1.4,2.27,6.36,0.59,5.74,6.54,-0.07,0.07,0.46,6.78,-0.08,-0.84,-0.92,0.86,1.27,2.73,4.66,0.19,2.5,5.05,7.86,6.91,2.37,5.06,8.12,10.64,2.49,5.07,7.89
EarningsPerShareDiluted / USD/shares,,,1.57,-0.46,1.36,2.17,6.1,0.58,5.69,6.41,-0.07,0.07,0.45,6.72,-0.08,-0.84,-0.92,0.85,1.25,2.67,4.57,0.18,2.48,5.01,7.8,6.79,2.35,5.03,8.03,10.55,2.47,5.01,7.8
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents / USD,,,,,,,,,,20000000.0,,,,-8000000.0,,,,-2000000.0,-5000000.0,-3000000.0,-6000000.0,1000000.0,0.0,-11000000.0,-22000000.0,-3000000.0,2000000.0,-1000000.0,-4000000.0,-12000000.0,-3000000.0,-7000000.0,0.0
EffectiveIncomeTaxRateContinuingOperations / pure,,-0.068,0.21,-0.04,0.053,0.063,-0.07,1.411,0.142,-0.278,0.31,0.308,0.214,0.074,0.2,0.124,0.271,0.069,0.099,0.12,0.134,-83.0,0.148,0.154,0.158,0.125,0.159,0.172,0.158,0.157,0.179,0.184,0.186
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,,0.255,0.25,0.25,0.25,0.25,0.25,0.25,,0.25,,,,0.25,,,,0.25,,,,0.25,0.258,0.258,0.258,0.25,0.258,0.258,0.258,0.258,0.258,0.258,0.258
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,-0.167,0.127,-1.78,0.053,0.024,-0.138,0.726,,0.011,,,,0.004,,,,0.202,,,,35.0,,,,-0.009,,,,0.0,,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,0.016,-0.157,0.64,-0.034,-0.025,-0.043,0.242,,-0.045,,,,0.008,,,,0.055,,,,21.75,,,,-0.019,,,,-0.024,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpense / pure,,-0.123,0.196,-0.696,0.066,0.056,0.04,-0.07,,0.022,,,,0.027,,,,0.178,,,,61.0,,,,0.025,,,,0.017,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent / pure,,,,,,,0.008,0.056,,-0.006,,,,-0.018,,,,0.015,,,,-2.0,,,,-0.001,,,,0.017,,,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes / pure,,-0.016,-0.02,0.052,-0.008,0.005,0.001,0.001,,-0.003,,,,-0.035,,,,-0.012,,,,-13.0,,,,-0.01,,,,-0.001,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,18000000.0,58000000.0,,51000000.0,,,,27000000.0,,,,27000000.0,,,,32000000.0,,,,54000000.0,,,,26000000.0,,,
EntityCommonStockSharesOutstanding / shares,251751500.0,251751500.0,251751500.0,251751500.0,346002862.0,346002862.0,346002862.0,328702719.0,279527075.0,279750659.0,279034929.0,279224213.0,279749594.0,277008199.0,275750318.0,265134880.0,265933249.0,262538156.0,262564790.0,262598471.0,259134862.0,259519410.0,259742578.0,257802134.0,257763301.0,256459260.0,255683781.0,254732930.0,254155580.0,253620117.0,252628698.0,252114595.0,251674471.0
EntityPublicFloat / USD,,,,,,,,,,27200000000.0,,,,30200000000.0,,,,54700000000.0,,,,38400000000.0,,,,52900000000.0,,,,67700000000.0,,,
EnvironmentalCostsRecognizedCapitalized / USD,,,,,,,,,,,,,,,,,,,,,,87000000.0,,,,87000000.0,,,,90000000.0,,,
EquityMethodInvestments / USD,132000000.0,37000000.0,45000000.0,45000000.0,71000000.0,141000000.0,154000000.0,146000000.0,,13000000.0,,,,11000000.0,61000000.0,61000000.0,61000000.0,61000000.0,75000000.0,75000000.0,75000000.0,75000000.0,71000000.0,71000000.0,71000000.0,71000000.0,101000000.0,101000000.0,101000000.0,101000000.0,300000000.0,300000000.0,300000000.0
EstimatedInsuranceRecoveries / USD,,,,,,,61000000.0,61000000.0,65000000.0,65000000.0,25000000.0,25000000.0,25000000.0,25000000.0,8000000.0,8000000.0,8000000.0,8000000.0,46000000.0,46000000.0,46000000.0,46000000.0,43000000.0,43000000.0,43000000.0,43000000.0,67000000.0,67000000.0,67000000.0,67000000.0,259000000.0,259000000.0,259000000.0
FinanceLeaseLiability / USD,,,,,,,,,30000000.0,27000000.0,25000000.0,25000000.0,25000000.0,70000000.0,,,,23000000.0,,,,23000000.0,,,,21000000.0,,,,19000000.0,,,
FinanceLeaseRightOfUseAsset / USD,,,,,,,,,,,,,,,,,,,,,,64000000.0,,,,61000000.0,,,,57000000.0,,,
FinanceLeaseRightOfUseAssetAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,,,,15000000.0,,,,18000000.0,,,,21000000.0,,,
FinanceLeaseRightOfUseAssetBeforeAccumulatedAmortization / USD,,,,,,,,,,,,,,,,,,,,,,82000000.0,,,,82000000.0,,,,82000000.0,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,1442000000.0,1365000000.0,1646000000.0,1942000000.0,1942000000.0,1293000000.0,1188000000.0,2169000000.0,4716000000.0,3472000000.0,5764000000.0,5764000000.0,5764000000.0,4716000000.0,7007000000.0,7007000000.0,7007000000.0,5764000000.0,3021000000.0,3021000000.0,3021000000.0,7007000000.0,1883000000.0,1883000000.0,1883000000.0,3021000000.0,1342000000.0,1342000000.0,1342000000.0,1883000000.0,1037000000.0,1037000000.0,1037000000.0
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss / USD,,,,,,-41000000.0,-12000000.0,4000000.0,,-1000000.0,,,,0.0,,,,0.0,,,,-2000000.0,,,,-2000000.0,,,,1000000.0,,,
FiniteLivedIntangibleAssetsGross / USD,2928000000.0,2536000000.0,2611000000.0,2697000000.0,2697000000.0,1866000000.0,9978000000.0,9512000000.0,9183000000.0,9335000000.0,9384000000.0,9384000000.0,9384000000.0,9183000000.0,9249000000.0,9249000000.0,9249000000.0,9384000000.0,4715000000.0,4715000000.0,4715000000.0,9249000000.0,3194000000.0,3194000000.0,3194000000.0,4715000000.0,2264000000.0,2264000000.0,2264000000.0,3194000000.0,1873000000.0,1873000000.0,1873000000.0
FiniteLivedIntangibleAssetsNet / USD,1486000000.0,1171000000.0,965000000.0,755000000.0,755000000.0,573000000.0,8790000000.0,7343000000.0,4467000000.0,5863000000.0,3620000000.0,3620000000.0,3620000000.0,4467000000.0,2242000000.0,2242000000.0,2242000000.0,3620000000.0,1694000000.0,1694000000.0,1694000000.0,2242000000.0,1311000000.0,1311000000.0,1311000000.0,1694000000.0,922000000.0,922000000.0,922000000.0,1311000000.0,836000000.0,836000000.0,836000000.0
FiniteLivedIntangibleAssetsPeriodIncreaseDecrease / USD,,,,,-182000000.0,8217000000.0,-1447000000.0,-1480000000.0,,-1396000000.0,,,,-847000000.0,,,,-1378000000.0,,,,-548000000.0,,,,-383000000.0,,,,-389000000.0,,,
FinitelivedIntangibleAssetsAcquired1 / USD,,,,,58000000.0,8551000000.0,299000000.0,78000000.0,,114000000.0,,,,683000000.0,,,,63000000.0,,,,163000000.0,,,,264000000.0,,,,64000000.0,,,
ForeignCurrencyExchangeRateTranslation1 / EUR/USD,,,,,,,1.0915,1.0474,,1.1932,,,,1.1451,,,,1.1217,,,,1.228,,,,1.1325,,,,1.067,,,
ForeignCurrencyTransactionGainLossBeforeTax / USD,,-331000000.0,128000000.0,28000000.0,62000000.0,-246000000.0,-193000000.0,-15000000.0,-1000000.0,-30000000.0,-6000000.0,-7000000.0,-6000000.0,-14000000.0,4000000.0,-1000000.0,-6000000.0,-15000000.0,1000000.0,0.0,3000000.0,-16000000.0,0.0,3000000.0,2000000.0,5000000.0,-5000000.0,-10000000.0,-15000000.0,-17000000.0,-3000000.0,-8000000.0,-15000000.0
GainLossOnDispositionOfAssets / USD,58000000.0,-21000000.0,-10000000.0,20000000.0,2000000.0,10000000.0,1263000000.0,11000000.0,0.0,1615000000.0,0.0,-1000000.0,20000000.0,0.0,110000000.0,110000000.0,111000000.0,20000000.0,0.0,0.0,0.0,115000000.0,1000000.0,1000000.0,2000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,2000000.0,2000000.0,2000000.0
GainLossOnSaleOfInvestments / USD,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3000000.0,-2000000.0,2000000.0,21000000.0,4000000.0,-4000000.0,-6000000.0,-2000000.0,-1000000.0,5000000.0,1000000.0,-4000000.0,-2000000.0,-5000000.0,-12000000.0
GainsLossesOnExtinguishmentOfDebt / USD,1020000000.0,57000000.0,-32000000.0,-161000000.0,-114000000.0,-3000000.0,-32000000.0,-32000000.0,-26000000.0,-41000000.0,,-10000000.0,-11000000.0,-26000000.0,,,,-11000000.0,,0.0,0.0,-60000000.0,,-18000000.0,-18000000.0,-22000000.0,0.0,0.0,0.0,-18000000.0,,,
Goodwill / USD,2299000000.0,2299000000.0,2231000000.0,2277000000.0,2358000000.0,2121000000.0,7399000000.0,8843000000.0,8857000000.0,8866000000.0,9949000000.0,9949000000.0,9949000000.0,8857000000.0,9984000000.0,9984000000.0,9984000000.0,9949000000.0,9961000000.0,9961000000.0,9961000000.0,9984000000.0,9943000000.0,9943000000.0,9943000000.0,9961000000.0,9955000000.0,9955000000.0,9955000000.0,9943000000.0,9930000000.0,9930000000.0,9930000000.0
GoodwillForeignCurrencyTranslationGainLoss / USD,,,,,,-178000000.0,-25000000.0,51000000.0,,-20000000.0,,,,-5000000.0,,,,32000000.0,,,,-29000000.0,,,,-26000000.0,,,,12000000.0,,,
GoodwillGross / USD,,2529000000.0,2454000000.0,2502000000.0,2593000000.0,2328000000.0,9414000000.0,9029000000.0,,9020000000.0,,,,8971000000.0,,,,10063000000.0,,,,10098000000.0,,,,10075000000.0,,,,10057000000.0,,,
GoodwillImpairedAccumulatedImpairmentLoss / USD,,230000000.0,223000000.0,225000000.0,235000000.0,207000000.0,186000000.0,186000000.0,,154000000.0,,,,114000000.0,,,,114000000.0,,,,114000000.0,,,,114000000.0,,,,114000000.0,,,
GoodwillImpairmentLoss / USD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
GoodwillPeriodIncreaseDecrease / USD,,-68000000.0,46000000.0,81000000.0,-237000000.0,7107000000.0,-385000000.0,23000000.0,,-9000000.0,,,,1092000000.0,,,,35000000.0,,,,-23000000.0,,,,-18000000.0,,,,12000000.0,,,
GovernmentAssistanceAmount / USD,,,,,,,,,,,,,,,,,,,,,,,,,,88000000.0,,,,123000000.0,,,
GovernmentAssistanceAmountCumulativeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,,,,95000000.0,,,
GovernmentAssistanceAmountCumulativeNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,,,,71000000.0,,,
GrossProfit / USD,898000000.0,1823000000.0,1906000000.0,1988000000.0,2177000000.0,2640000000.0,2787000000.0,4069000000.0,3608000000.0,4619000000.0,1072000000.0,2223000000.0,3409000000.0,4851000000.0,997000000.0,1857000000.0,2947000000.0,4618000000.0,1355000000.0,2777000000.0,4360000000.0,4235000000.0,1777000000.0,3659000000.0,5626000000.0,6067000000.0,1770000000.0,3651000000.0,5616000000.0,7517000000.0,1783000000.0,3575000000.0,5441000000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,-490000000.0,-27000000.0,-93000000.0,205000000.0,398000000.0,1528000000.0,537000000.0,,1679000000.0,,,,2570000000.0,,,,429000000.0,,,,447000000.0,,,,942000000.0,,,,1520000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,135000000.0,127000000.0,68000000.0,172000000.0,241000000.0,-42000000.0,-1140000000.0,,57000000.0,,,,-195000000.0,,,,-138000000.0,,,,-446000000.0,,,,1238000000.0,,,,1843000000.0,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments / USD,-249000000.0,-355000000.0,100000000.0,-25000000.0,377000000.0,639000000.0,1486000000.0,-603000000.0,2228000000.0,1736000000.0,-29000000.0,39000000.0,187000000.0,2375000000.0,-10000000.0,-251000000.0,-325000000.0,291000000.0,405000000.0,878000000.0,1496000000.0,1000000.0,768000000.0,1583000000.0,2486000000.0,2180000000.0,743000000.0,1606000000.0,2523000000.0,3363000000.0,786000000.0,1607000000.0,2515000000.0
IncomeLossFromEquityMethodInvestments / USD,-86000000.0,-86000000.0,-77000000.0,-27000000.0,58000000.0,8000000.0,8000000.0,11000000.0,,53000000.0,,,,59000000.0,-1000000.0,-2000000.0,-3000000.0,1000000.0,-1000000.0,-3000000.0,0.0,-4000000.0,12000000.0,9000000.0,5000000.0,-2000000.0,-2000000.0,-3000000.0,-5000000.0,-1000000.0,-1000000.0,-4000000.0,-10000000.0
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions / USD,,,-77000000.0,7000000.0,7000000.0,8000000.0,9000000.0,,58000000.0,53000000.0,4000000.0,3000000.0,2000000.0,59000000.0,-1000000.0,-2000000.0,-3000000.0,1000000.0,-1000000.0,-3000000.0,0.0,-4000000.0,12000000.0,9000000.0,5000000.0,-2000000.0,-2000000.0,-3000000.0,-5000000.0,-1000000.0,-1000000.0,-4000000.0,-10000000.0
IncomeTaxExpenseBenefit / USD,10000000.0,24000000.0,21000000.0,1000000.0,20000000.0,40000000.0,-104000000.0,-851000000.0,317000000.0,-483000000.0,-9000000.0,12000000.0,40000000.0,176000000.0,2000000.0,-31000000.0,-88000000.0,20000000.0,40000000.0,105000000.0,200000000.0,-83000000.0,114000000.0,243000000.0,392000000.0,272000000.0,118000000.0,276000000.0,399000000.0,529000000.0,141000000.0,295000000.0,468000000.0
IncomeTaxHolidayAggregateDollarAmount / USD,,,,,28000000.0,29000000.0,29000000.0,24000000.0,15000000.0,23000000.0,2000000.0,4000000.0,8000000.0,21000000.0,3000000.0,5000000.0,7000000.0,12000000.0,4000000.0,7000000.0,10000000.0,11000000.0,,,,14000000.0,,,,17000000.0,,,
IncomeTaxHolidayIncomeTaxBenefitsPerShare / USD/shares,,,,,0.11,0.11,0.11,0.07,0.04,0.07,0.01,0.02,0.03,0.06,0.01,0.02,0.03,0.04,0.01,0.03,0.04,0.04,,,,0.05,,,,0.07,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance / USD,,,,,,,,,,19000000.0,,13000000.0,20000000.0,10000000.0,,,,59000000.0,,,,35000000.0,,,,-20000000.0,,,,0.0,,,
IncomeTaxReconciliationForeignIncomeTaxRateDifferential / USD,,,,,,,,,,-78000000.0,-10000000.0,9000000.0,14000000.0,19000000.0,,,,16000000.0,,,,22000000.0,,,,-42000000.0,,,,-80000000.0,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate / USD,,,,,,,,,,434000000.0,,,,594000000.0,,,,73000000.0,,,,0.0,,,,545000000.0,,,,868000000.0,,,
IncomeTaxReconciliationNondeductibleExpense / USD,,,,,,,,,,38000000.0,,,,64000000.0,,,,52000000.0,,,,61000000.0,,,,53000000.0,,,,56000000.0,,,
IncomeTaxReconciliationOtherReconcilingItems / USD,,,,,,,,,,-11000000.0,,,23000000.0,-45000000.0,,,,4000000.0,,,,-2000000.0,,,,-3000000.0,,,,58000000.0,,,
IncomeTaxReconciliationPriorYearIncomeTaxes / USD,,,,,,,,,19000000.0,-5000000.0,,,,-83000000.0,16000000.0,,,-3000000.0,,,,-13000000.0,,,,-21000000.0,,,,-2000000.0,,,
IncomeTaxesPaidNet / USD,50000000.0,19000000.0,25000000.0,28000000.0,34000000.0,24000000.0,40000000.0,67000000.0,127000000.0,356000000.0,209000000.0,275000000.0,334000000.0,188000000.0,39000000.0,64000000.0,103000000.0,368000000.0,40000000.0,161000000.0,250000000.0,148000000.0,122000000.0,272000000.0,432000000.0,353000000.0,294000000.0,533000000.0,698000000.0,558000000.0,198000000.0,391000000.0,587000000.0
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities / USD,-194000000.0,-237000000.0,-373000000.0,61000000.0,-68000000.0,222000000.0,127000000.0,-156000000.0,59000000.0,225000000.0,-250000000.0,-468000000.0,-425000000.0,-129000000.0,64000000.0,-96000000.0,-14000000.0,-460000000.0,51000000.0,124000000.0,242000000.0,319000000.0,266000000.0,270000000.0,545000000.0,248000000.0,52000000.0,-92000000.0,-220000000.0,633000000.0,-102000000.0,-322000000.0,-204000000.0
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets / USD,,,32000000.0,-2000000.0,37000000.0,111000000.0,78000000.0,51000000.0,-136000000.0,-31000000.0,42000000.0,11000000.0,28000000.0,-187000000.0,-27000000.0,-251000000.0,1000000.0,-116000000.0,95000000.0,230000000.0,214000000.0,51000000.0,61000000.0,111000000.0,165000000.0,176000000.0,138000000.0,158000000.0,118000000.0,106000000.0,25000000.0,15000000.0,182000000.0
IncreaseDecreaseInInventories / USD,-31000000.0,-8000000.0,104000000.0,61000000.0,22000000.0,42000000.0,-82000000.0,-568000000.0,70000000.0,120000000.0,-38000000.0,-122000000.0,-135000000.0,65000000.0,35000000.0,35000000.0,-129000000.0,-128000000.0,26000000.0,86000000.0,143000000.0,-163000000.0,122000000.0,273000000.0,392000000.0,159000000.0,196000000.0,325000000.0,359000000.0,593000000.0,-32000000.0,14000000.0,100000000.0
IncreaseDecreaseInOtherNoncurrentAssets / USD,-105000000.0,157000000.0,-51000000.0,-26000000.0,18000000.0,-13000000.0,-30000000.0,-5000000.0,26000000.0,100000000.0,-20000000.0,-6000000.0,-36000000.0,22000000.0,-4000000.0,7000000.0,16000000.0,-43000000.0,8000000.0,60000000.0,106000000.0,-7000000.0,247000000.0,288000000.0,325000000.0,350000000.0,33000000.0,0.0,49000000.0,306000000.0,-6000000.0,-46000000.0,88000000.0
IncrementalCommonSharesAttributableToCallOptionsAndWarrants / shares,,,5004000.0,5004000.0,5004000.0,6753000.0,6194000.0,5582000.0,1290000.0,4517000.0,0.0,771000.0,775000.0,1145000.0,0.0,0.0,0.0,776000.0,416000.0,406000.0,397000.0,526000.0,321000.0,309000.0,297000.0,386000.0,206000.0,197000.0,193000.0,276000.0,172000.0,165000.0,155000.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements / shares,,,,,1520000.0,3902000.0,4158000.0,3548000.0,1730000.0,2639000.0,0.0,1870000.0,2548000.0,1680000.0,0.0,0.0,0.0,3079000.0,5321000.0,5512000.0,5175000.0,3520000.0,1699000.0,1763000.0,1921000.0,4573000.0,1428000.0,1712000.0,2729000.0,1898000.0,2215000.0,2775000.0,2770000.0
InterestExpense / USD,,320000000.0,312000000.0,270000000.0,214000000.0,158000000.0,227000000.0,408000000.0,197000000.0,310000000.0,87000000.0,176000000.0,274000000.0,273000000.0,82000000.0,176000000.0,276000000.0,370000000.0,87000000.0,177000000.0,273000000.0,362000000.0,104000000.0,210000000.0,319000000.0,369000000.0,111000000.0,220000000.0,329000000.0,427000000.0,105000000.0,202000000.0,298000000.0
