fact_unit,2012-04-12,2013-03-27,2014-02-28,2015-03-06,2016-02-26,2017-03-03,2018-04-11,2019-03-01,2019-10-29,2020-02-27,2020-04-28,2020-07-28,2020-10-27,2021-02-25,2021-04-27,2021-08-03,2021-11-02,2022-02-24,2022-05-03,2022-07-26,2022-11-01,2023-03-01,2023-05-02,2023-07-25,2023-11-07,2024-02-22,2024-04-30,2024-07-23,2024-11-05,2025-02-20,2025-04-29,2025-07-24,2025-10-28
InterestIncomeDepositsWithFinancialInstitutions / USD,,,,,3000000.0,3000000.0,6000000.0,11000000.0,38000000.0,27000000.0,13000000.0,25000000.0,42000000.0,48000000.0,4000000.0,8000000.0,11000000.0,57000000.0,1000000.0,2000000.0,3000000.0,13000000.0,2000000.0,8000000.0,29000000.0,4000000.0,42000000.0,85000000.0,134000000.0,61000000.0,50000000.0,89000000.0,125000000.0
InterestPaidNet / USD,391000000.0,,,,,138000000.0,172000000.0,348000000.0,103000000.0,245000000.0,25000000.0,103000000.0,147000000.0,177000000.0,53000000.0,157000000.0,211000000.0,242000000.0,56000000.0,160000000.0,216000000.0,336000000.0,45000000.0,178000000.0,217000000.0,356000000.0,54000000.0,140000000.0,178000000.0,323000000.0,38000000.0,124000000.0,151000000.0
InterestPayableCurrentAndNoncurrent / USD,,,25000000.0,27000000.0,28000000.0,46000000.0,48000000.0,35000000.0,,31000000.0,,,,52000000.0,,,,57000000.0,,,,57000000.0,,,,99000000.0,,,,90000000.0,,,
InventoryFinishedGoodsNetOfReserves / USD,,,,,,437000000.0,207000000.0,273000000.0,256000000.0,256000000.0,246000000.0,246000000.0,246000000.0,246000000.0,178000000.0,178000000.0,178000000.0,226000000.0,236000000.0,236000000.0,236000000.0,236000000.0,323000000.0,323000000.0,323000000.0,323000000.0,388000000.0,388000000.0,388000000.0,388000000.0,671000000.0,671000000.0,671000000.0
InventoryNet / USD,513000000.0,513000000.0,715000000.0,740000000.0,755000000.0,1879000000.0,1113000000.0,1236000000.0,1279000000.0,1279000000.0,1192000000.0,1192000000.0,1192000000.0,1192000000.0,1030000000.0,1030000000.0,1030000000.0,1030000000.0,1189000000.0,1189000000.0,1189000000.0,1189000000.0,1782000000.0,1782000000.0,1782000000.0,1782000000.0,2134000000.0,2134000000.0,2134000000.0,2134000000.0,2356000000.0,2356000000.0,2356000000.0
InventoryRawMaterialsNetOfReserves / USD,,,,,,66000000.0,52000000.0,62000000.0,74000000.0,74000000.0,52000000.0,52000000.0,52000000.0,52000000.0,66000000.0,66000000.0,66000000.0,66000000.0,107000000.0,107000000.0,107000000.0,107000000.0,151000000.0,151000000.0,151000000.0,151000000.0,113000000.0,113000000.0,113000000.0,113000000.0,109000000.0,109000000.0,109000000.0
InventoryValuationReserves / USD,,,61000000.0,63000000.0,64000000.0,84000000.0,84000000.0,107000000.0,111000000.0,111000000.0,114000000.0,114000000.0,114000000.0,114000000.0,122000000.0,122000000.0,122000000.0,122000000.0,120000000.0,120000000.0,120000000.0,120000000.0,125000000.0,125000000.0,125000000.0,125000000.0,189000000.0,189000000.0,189000000.0,189000000.0,150000000.0,150000000.0,150000000.0
InventoryWorkInProcessNetOfReserves / USD,,,,,,1376000000.0,854000000.0,901000000.0,949000000.0,949000000.0,894000000.0,894000000.0,894000000.0,894000000.0,786000000.0,786000000.0,786000000.0,738000000.0,846000000.0,846000000.0,846000000.0,846000000.0,1308000000.0,1308000000.0,1308000000.0,1308000000.0,1633000000.0,1633000000.0,1633000000.0,1633000000.0,1576000000.0,1576000000.0,1576000000.0
Investments / USD,,,,,,,,,,,,,,37000000.0,120000000.0,120000000.0,120000000.0,120000000.0,112000000.0,112000000.0,112000000.0,112000000.0,98000000.0,98000000.0,98000000.0,98000000.0,168000000.0,168000000.0,168000000.0,168000000.0,372000000.0,372000000.0,372000000.0
LeaseAndRentalExpense / USD,,,,,,,,,,63000000.0,,,,57000000.0,,,,12000000.0,,,,9000000.0,,,,10000000.0,,,,11000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,,,245000000.0,260000000.0,239000000.0,242000000.0,242000000.0,256000000.0,,,,256000000.0,,,,295000000.0,,,,299000000.0,,,,321000000.0,,,321000000.0
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive / USD,,,,,,,,,67000000.0,52000000.0,51000000.0,,,47000000.0,,,,45000000.0,,,,67000000.0,,,,66000000.0,,,,88000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,,,,,64000000.0,,,,60000000.0,,,,63000000.0,,,,64000000.0,,,,62000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,,,27000000.0,22000000.0,22000000.0,,,23000000.0,,,,28000000.0,,,,26000000.0,,,,26000000.0,,,,32000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,,,32000000.0,30000000.0,31000000.0,23000000.0,25000000.0,28000000.0,,,,30000000.0,,,,41000000.0,,,,32000000.0,,,,38000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,,,46000000.0,37000000.0,37000000.0,33000000.0,37000000.0,44000000.0,,,,40000000.0,,,,45000000.0,,,,53000000.0,,,,46000000.0,,,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,,,57000000.0,51000000.0,51000000.0,41000000.0,45000000.0,50000000.0,,,,53000000.0,,,,53000000.0,,,,58000000.0,,,,55000000.0,,,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,,,22000000.0,22000000.0,20000000.0,20000000.0,19000000.0,19000000.0,,,,19000000.0,,,,38000000.0,,,,40000000.0,,,,46000000.0,,,
Liabilities / USD,,,,,,,,,10840000000.0,,10361000000.0,10361000000.0,10361000000.0,,10696000000.0,10696000000.0,10696000000.0,,14094000000.0,14094000000.0,14094000000.0,,15496000000.0,15496000000.0,15496000000.0,,15393000000.0,15393000000.0,15393000000.0,,14854000000.0,14854000000.0,14854000000.0
LiabilitiesAndStockholdersEquity / USD,7637000000.0,6612000000.0,6439000000.0,6449000000.0,6850000000.0,26354000000.0,24898000000.0,24049000000.0,21530000000.0,21530000000.0,20016000000.0,20016000000.0,20016000000.0,20016000000.0,19847000000.0,19847000000.0,19847000000.0,19847000000.0,20864000000.0,20864000000.0,20864000000.0,20864000000.0,23236000000.0,23236000000.0,23236000000.0,23236000000.0,24353000000.0,24353000000.0,24353000000.0,24353000000.0,24385000000.0,24385000000.0,24385000000.0
LiabilitiesCurrent / USD,1748000000.0,1049000000.0,1496000000.0,1193000000.0,1320000000.0,2548000000.0,2433000000.0,2718000000.0,3385000000.0,3385000000.0,1791000000.0,1791000000.0,1791000000.0,1791000000.0,2017000000.0,2017000000.0,2017000000.0,2017000000.0,2452000000.0,2452000000.0,2452000000.0,2452000000.0,3270000000.0,3270000000.0,3270000000.0,3270000000.0,4111000000.0,4111000000.0,4111000000.0,4111000000.0,3098000000.0,3098000000.0,3098000000.0
LiabilitiesNoncurrent / USD,4670000000.0,4206000000.0,3659000000.0,3710000000.0,4729000000.0,12003000000.0,11309000000.0,7615000000.0,7455000000.0,7455000000.0,8570000000.0,8570000000.0,8570000000.0,8570000000.0,8679000000.0,8679000000.0,8679000000.0,8679000000.0,11642000000.0,11642000000.0,11642000000.0,11642000000.0,12226000000.0,12226000000.0,12226000000.0,12226000000.0,11282000000.0,11282000000.0,11282000000.0,11282000000.0,11756000000.0,11756000000.0,11756000000.0
LiabilitiesSubjectToCompromiseProvisionForExpectedAndAllowedClaims / USD,,15000000.0,59000000.0,7000000.0,2000000.0,28000000.0,55000000.0,104000000.0,123000000.0,123000000.0,44000000.0,44000000.0,44000000.0,44000000.0,17000000.0,17000000.0,17000000.0,17000000.0,65000000.0,65000000.0,65000000.0,65000000.0,58000000.0,58000000.0,58000000.0,58000000.0,112000000.0,112000000.0,112000000.0,112000000.0,281000000.0,281000000.0,281000000.0
LongTermDebt / USD,,,,,,,,,,7400000000.0,,,,7650000000.0,,,,10650000000.0,,,,11250000000.0,,,,11250000000.0,,,,10420000000.0,,,
LongTermDebtAndCapitalLeaseObligations / USD,,4128000000.0,3185000000.0,3281000000.0,3936000000.0,8656000000.0,8766000000.0,5814000000.0,6247000000.0,6247000000.0,7365000000.0,7365000000.0,7365000000.0,7365000000.0,7609000000.0,7609000000.0,7609000000.0,7609000000.0,10572000000.0,10572000000.0,10572000000.0,10572000000.0,11165000000.0,11165000000.0,11165000000.0,11165000000.0,10175000000.0,10175000000.0,10175000000.0,10175000000.0,10354000000.0,10354000000.0,10354000000.0
LongTermDebtAndCapitalLeaseObligationsCurrent / USD,,,,,12000000.0,550000000.0,421000000.0,751000000.0,1107000000.0,1107000000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,,500000000.0,500000000.0,500000000.0
LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities / USD,,,,,,9206000000.0,,,8505000000.0,,,,,,,,,,,,,,,,,,,,,11175000000.0,,,
LongTermDebtCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive / USD,,1846000000.0,1378000000.0,1375000000.0,2860000000.0,2800000000.0,,,,2750000000.0,,,,4250000000.0,,,,7000000000.0,,,,7500000000.0,,,,7000000000.0,,,,6670000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths / USD,,17000000.0,271000000.0,16000000.0,551000000.0,421000000.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,1000000000.0,,,,500000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive / USD,,1167000000.0,754000000.0,948000000.0,3568000000.0,1850000000.0,,,,1000000000.0,,,,500000000.0,,,,1250000000.0,,,,1000000000.0,,,,500000000.0,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour / USD,,629000000.0,624000000.0,754000000.0,1180000000.0,2370000000.0,,,,900000000.0,,,,1000000000.0,,,,500000000.0,,,,1250000000.0,,,,1000000000.0,,,,500000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree / USD,,25000000.0,511000000.0,392000000.0,781000000.0,1167000000.0,,,,1400000000.0,,,,900000000.0,,,,1000000000.0,,,,500000000.0,,,,1250000000.0,,,,1000000000.0,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo / USD,,28000000.0,14000000.0,510000000.0,434000000.0,768000000.0,,,,1350000000.0,,,,1000000000.0,,,,900000000.0,,,,1000000000.0,,,,500000000.0,,,,1250000000.0,,,
LongTermDebtNoncurrent / USD,4128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10175000000.0,,,
LongtermDebtWeightedAverageInterestRate / pure,,0.074,0.043,0.033,0.039,0.037,0.037,0.04,,0.045,,,,0.042,,,,,,,,,,,,,,,,0.037,,,
MarketableSecurities / USD,,,,,,,,,,,,,,1000000.0,19000000.0,19000000.0,19000000.0,19000000.0,18000000.0,18000000.0,18000000.0,18000000.0,9000000.0,9000000.0,9000000.0,9000000.0,12000000.0,12000000.0,12000000.0,12000000.0,1000000.0,1000000.0,1000000.0
MinorityInterest / USD,233000000.0,212000000.0,235000000.0,245000000.0,263000000.0,288000000.0,221000000.0,189000000.0,185000000.0,185000000.0,214000000.0,214000000.0,214000000.0,214000000.0,207000000.0,207000000.0,207000000.0,207000000.0,242000000.0,242000000.0,242000000.0,242000000.0,291000000.0,291000000.0,291000000.0,291000000.0,316000000.0,316000000.0,316000000.0,316000000.0,348000000.0,348000000.0,348000000.0
NetCashProvidedByUsedInFinancingActivities / USD,,,,,,,,-1392000000.0,-4885000000.0,-2886000000.0,-756000000.0,-293000000.0,-388000000.0,-4597000000.0,-431000000.0,1454000000.0,1330000000.0,-1831000000.0,-979000000.0,-360000000.0,-1640000000.0,-835000000.0,-674000000.0,-332000000.0,-891000000.0,-1585000000.0,-198000000.0,-763000000.0,-1296000000.0,-1619000000.0,-1528000000.0,-2095000000.0,-2621000000.0
NetCashProvidedByUsedInInvestingActivities / USD,,,,,,,,-627000000.0,-348000000.0,2072000000.0,-136000000.0,-280000000.0,-418000000.0,-522000000.0,-37000000.0,-150000000.0,-255000000.0,-2284000000.0,-181000000.0,-370000000.0,-618000000.0,-418000000.0,-329000000.0,-617000000.0,-977000000.0,-934000000.0,-351000000.0,-606000000.0,-879000000.0,-1249000000.0,-274000000.0,-513000000.0,-884000000.0
NetCashProvidedByUsedInOperatingActivities / USD,,,,,,,,2303000000.0,3638000000.0,2447000000.0,296000000.0,813000000.0,1559000000.0,4369000000.0,512000000.0,926000000.0,1453000000.0,2373000000.0,732000000.0,1368000000.0,2292000000.0,2482000000.0,856000000.0,1675000000.0,2819000000.0,3077000000.0,632000000.0,1388000000.0,2376000000.0,3895000000.0,851000000.0,1612000000.0,2391000000.0
NetIncomeLoss / USD,-167000000.0,-456000000.0,390000000.0,-115000000.0,348000000.0,539000000.0,1526000000.0,200000000.0,1932000000.0,2215000000.0,-21000000.0,20000000.0,129000000.0,2208000000.0,-21000000.0,-235000000.0,-257000000.0,243000000.0,353000000.0,750000000.0,1269000000.0,52000000.0,657000000.0,1327000000.0,2065000000.0,1871000000.0,615000000.0,1313000000.0,2100000000.0,2787000000.0,639000000.0,1297000000.0,2015000000.0
NetIncomeLossAttributableToNoncontrollingInterest / USD,-14000000.0,-50000000.0,46000000.0,63000000.0,67000000.0,68000000.0,73000000.0,59000000.0,37000000.0,57000000.0,5000000.0,10000000.0,20000000.0,50000000.0,8000000.0,13000000.0,17000000.0,29000000.0,11000000.0,20000000.0,27000000.0,28000000.0,9000000.0,22000000.0,34000000.0,35000000.0,8000000.0,14000000.0,19000000.0,46000000.0,5000000.0,11000000.0,22000000.0
NumberOfBusinessesAcquired / business,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NumberOfReportableSegments / business,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
NumberOfReportableSegments / segment,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,1.0
OperatingExpenses / USD,,,,,,,,,3124000000.0,4092000000.0,1020000000.0,2013000000.0,2988000000.0,4142000000.0,1039000000.0,2043000000.0,3102000000.0,4002000000.0,863000000.0,1712000000.0,2584000000.0,3931000000.0,904000000.0,1845000000.0,2813000000.0,3484000000.0,942000000.0,1886000000.0,2852000000.0,3723000000.0,921000000.0,1813000000.0,2684000000.0
OperatingIncomeLoss / USD,-931000000.0,273000000.0,357000000.0,412000000.0,651000000.0,1049000000.0,2015000000.0,-150000000.0,2486000000.0,2102000000.0,54000000.0,211000000.0,444000000.0,2710000000.0,68000000.0,-77000000.0,-45000000.0,641000000.0,492000000.0,1065000000.0,1776000000.0,418000000.0,873000000.0,1816000000.0,2817000000.0,2583000000.0,825000000.0,1762000000.0,2754000000.0,3797000000.0,856000000.0,1752000000.0,2742000000.0
OperatingLeaseCost / USD,,,,,,,,,41000000.0,59000000.0,13000000.0,26000000.0,41000000.0,59000000.0,,,,59000000.0,,,,65000000.0,,,,66000000.0,,,,66000000.0,,,
OperatingLeaseExpense / USD,,,,,,,,,,12000000.0,,,,12000000.0,,,,9000000.0,,,,10000000.0,,,,11000000.0,,,,11000000.0,,,
OperatingLeaseLiability / USD,,,,,,,,,188000000.0,188000000.0,238000000.0,238000000.0,238000000.0,238000000.0,,,,237000000.0,,,,237000000.0,,,,257000000.0,,,,259000000.0,,,
OperatingLeaseLiabilityCurrent / USD,,,,,,,,,53000000.0,62000000.0,62000000.0,62000000.0,62000000.0,62000000.0,,,,60000000.0,,,,56000000.0,,,,55000000.0,,,,55000000.0,,,
OperatingLeaseLiabilityNoncurrent / USD,,,,,,,,,135000000.0,176000000.0,176000000.0,176000000.0,176000000.0,176000000.0,,,,177000000.0,,,,181000000.0,,,,202000000.0,,,,204000000.0,,,
OperatingLeasePayments / USD,,,,,,,,,41000000.0,53000000.0,,,,53000000.0,,,,53000000.0,,,,63000000.0,,,,64000000.0,,,,66000000.0,,,
OperatingLeaseRightOfUseAsset / USD,,,,,,,,,188000000.0,226000000.0,226000000.0,226000000.0,226000000.0,226000000.0,,,,,,,,226000000.0,,,,250000000.0,,,,250000000.0,,,
OperatingLeaseWeightedAverageDiscountRatePercent / pure,,,,,,,,,0.031,0.031,0.03,0.03,0.03,0.03,,,,0.03,,,,0.03,,,,0.02,,,,0.04,,,
OperatingLossCarryforwards / USD,,2515000000.0,2608000000.0,2463000000.0,1130000000.0,1899000000.0,906000000.0,795000000.0,,734000000.0,,,,737000000.0,,,,537000000.0,,,,470000000.0,,,,398000000.0,,,,333000000.0,,,
OtherAccruedLiabilitiesCurrent / USD,,,,,,,,,,,,,,,,435000000.0,435000000.0,435000000.0,468000000.0,468000000.0,468000000.0,468000000.0,652000000.0,652000000.0,652000000.0,652000000.0,644000000.0,644000000.0,644000000.0,644000000.0,560000000.0,560000000.0,560000000.0
OtherAssetsCurrent / USD,129000000.0,82000000.0,90000000.0,116000000.0,97000000.0,257000000.0,254000000.0,382000000.0,365000000.0,365000000.0,313000000.0,313000000.0,313000000.0,313000000.0,254000000.0,254000000.0,254000000.0,254000000.0,286000000.0,286000000.0,286000000.0,286000000.0,348000000.0,348000000.0,348000000.0,348000000.0,565000000.0,565000000.0,565000000.0,565000000.0,625000000.0,625000000.0,625000000.0
OtherAssetsNoncurrent / USD,135000000.0,144000000.0,128000000.0,144000000.0,403000000.0,602000000.0,962000000.0,981000000.0,545000000.0,545000000.0,732000000.0,732000000.0,732000000.0,732000000.0,1013000000.0,1013000000.0,1013000000.0,1013000000.0,1346000000.0,1346000000.0,1346000000.0,1346000000.0,1942000000.0,1942000000.0,1942000000.0,1942000000.0,2289000000.0,2289000000.0,2289000000.0,1297000000.0,1796000000.0,1796000000.0,1796000000.0
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax / USD,,160000000.0,-19000000.0,10000000.0,-27000000.0,140000000.0,131000000.0,-124000000.0,-33000000.0,156000000.0,-12000000.0,-6000000.0,-47000000.0,-51000000.0,-49000000.0,-23000000.0,14000000.0,-15000000.0,-42000000.0,-33000000.0,-56000000.0,78000000.0,-18000000.0,-87000000.0,-165000000.0,-74000000.0,19000000.0,21000000.0,-24000000.0,-72000000.0,-38000000.0,-54000000.0,5000000.0
OtherComprehensiveIncomeLossBeforeReclassificationsBeforeTax / USD,,,,,,,,,-67000000.0,-52000000.0,-58000000.0,-24000000.0,12000000.0,-75000000.0,-53000000.0,-42000000.0,-69000000.0,30000000.0,-24000000.0,-112000000.0,-218000000.0,-60000000.0,21000000.0,3000000.0,-50000000.0,39000000.0,-53000000.0,-72000000.0,6000000.0,-15000000.0,46000000.0,190000000.0,187000000.0
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax / USD,,,,,,,,,,5000000.0,,,,5000000.0,,,,9000000.0,,,,-11000000.0,,,,-11000000.0,,,,-1000000.0,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax / USD,,,,,,,,,-4000000.0,,-10000000.0,1000000.0,-4000000.0,,-10000000.0,1000000.0,5000000.0,,-14000000.0,-14000000.0,-16000000.0,,-4000000.0,-12000000.0,-25000000.0,,3000000.0,-10000000.0,-12000000.0,,-8000000.0,-8000000.0,8000000.0
OtherComprehensiveIncomeLossNetOfTax / USD,,139000000.0,,,47000000.0,,,-147000000.0,-56000000.0,143000000.0,-61000000.0,-25000000.0,15000000.0,-57000000.0,-56000000.0,-47000000.0,-72000000.0,-48000000.0,-22000000.0,-100000000.0,-190000000.0,42000000.0,22000000.0,11000000.0,-36000000.0,-69000000.0,-46000000.0,-60000000.0,14000000.0,28000000.0,46000000.0,187000000.0,184000000.0
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent / USD,,139000000.0,-215000000.0,-23000000.0,47000000.0,-137000000.0,-29000000.0,-147000000.0,32000000.0,,-14000000.0,-14000000.0,-14000000.0,,-61000000.0,-61000000.0,-61000000.0,,-56000000.0,-56000000.0,-56000000.0,,-22000000.0,-22000000.0,-22000000.0,,22000000.0,22000000.0,22000000.0,,-46000000.0,-46000000.0,-46000000.0
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax / USD,,19000000.0,,,-10000000.0,66000000.0,-31000000.0,27000000.0,5000000.0,16000000.0,2000000.0,4000000.0,5000000.0,-5000000.0,2000000.0,3000000.0,4000000.0,38000000.0,0.0,0.0,0.0,45000000.0,,1000000.0,0.0,-16000000.0,,0.0,0.0,-101000000.0,,-2000000.0,-1000000.0
OtherComprehensiveIncomeLossTax / USD,4000000.0,,,,-10000000.0,,,,-2000000.0,1000000.0,6000000.0,9000000.0,0.0,-14000000.0,-5000000.0,-5000000.0,-6000000.0,-16000000.0,-1000000.0,-4000000.0,-9000000.0,3000000.0,1000000.0,-3000000.0,-4000000.0,46000000.0,-3000000.0,-3000000.0,3000000.0,-12000000.0,1000000.0,3000000.0,2000000.0
OtherInventoryMaterialsSuppliesAndMerchandiseUnderConsignment / USD,,15000000.0,20000000.0,22000000.0,19000000.0,69000000.0,53000000.0,69000000.0,52000000.0,52000000.0,41000000.0,41000000.0,41000000.0,41000000.0,31000000.0,31000000.0,31000000.0,31000000.0,12000000.0,12000000.0,12000000.0,12000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,,,11000000.0,,,
OtherInvestments / USD,,,,,,,,,,,,,,25000000.0,40000000.0,40000000.0,40000000.0,40000000.0,19000000.0,19000000.0,19000000.0,19000000.0,18000000.0,18000000.0,18000000.0,18000000.0,55000000.0,55000000.0,55000000.0,55000000.0,71000000.0,71000000.0,71000000.0
OtherLiabilitiesCurrent / USD,95000000.0,,,,,,,,1219000000.0,1219000000.0,815000000.0,815000000.0,815000000.0,815000000.0,966000000.0,966000000.0,966000000.0,966000000.0,1175000000.0,1175000000.0,1175000000.0,1175000000.0,2066000000.0,2066000000.0,2066000000.0,2066000000.0,1855000000.0,1855000000.0,1855000000.0,1855000000.0,1434000000.0,1434000000.0,1434000000.0
OtherLiabilitiesNoncurrent / USD,107000000.0,189000000.0,173000000.0,168000000.0,714000000.0,1011000000.0,862000000.0,1085000000.0,753000000.0,753000000.0,923000000.0,923000000.0,923000000.0,923000000.0,971000000.0,971000000.0,971000000.0,971000000.0,1001000000.0,1001000000.0,1001000000.0,1001000000.0,1015000000.0,1015000000.0,1015000000.0,1015000000.0,1054000000.0,1054000000.0,1054000000.0,1098000000.0,1392000000.0,1392000000.0,1392000000.0
OtherNoncashIncomeExpense / USD,-41000000.0,-4000000.0,-18000000.0,-22000000.0,-2000000.0,9000000.0,-3000000.0,10000000.0,-12000000.0,4000000.0,-5000000.0,-3000000.0,1000000.0,-12000000.0,-5000000.0,0.0,2000000.0,2000000.0,-3000000.0,1000000.0,7000000.0,11000000.0,-2000000.0,-8000000.0,-16000000.0,15000000.0,7000000.0,4000000.0,-6000000.0,-7000000.0,-3000000.0,1000000.0,-3000000.0
OtherNonoperatingIncomeExpense / USD,,,-257000000.0,-437000000.0,-274000000.0,-410000000.0,-529000000.0,-453000000.0,-258000000.0,-366000000.0,-83000000.0,-172000000.0,-257000000.0,-335000000.0,-78000000.0,-174000000.0,-280000000.0,-350000000.0,-87000000.0,-187000000.0,-280000000.0,-417000000.0,-105000000.0,-233000000.0,-331000000.0,-403000000.0,-82000000.0,-156000000.0,-231000000.0,-434000000.0,-70000000.0,-145000000.0,-227000000.0
