fact_unit,2012-04-12,2013-03-27,2014-02-28,2015-03-06,2016-02-26,2017-03-03,2018-04-11,2019-03-01,2019-10-29,2020-02-27,2020-04-28,2020-07-28,2020-10-27,2021-02-25,2021-04-27,2021-08-03,2021-11-02,2022-02-24,2022-05-03,2022-07-26,2022-11-01,2023-03-01,2023-05-02,2023-07-25,2023-11-07,2024-02-22,2024-04-30,2024-07-23,2024-11-05,2025-02-20,2025-04-29,2025-07-24,2025-10-28
OtherNonrecurringIncomeExpense / USD,13000000.0,16000000.0,,,-7000000.0,-1000000.0,-2000000.0,0.0,-22000000.0,-1575000000.0,0.0,1000000.0,-22000000.0,-2001000000.0,-110000000.0,-110000000.0,-111000000.0,-25000000.0,,,,-114000000.0,,,,-2000000.0,,,,-1000000.0,,,
OtherOperatingIncomeExpenseNet / USD,,,4000000.0,29000000.0,9000000.0,10000000.0,1263000000.0,9000000.0,2002000000.0,1575000000.0,2000000.0,1000000.0,23000000.0,2001000000.0,110000000.0,109000000.0,110000000.0,25000000.0,0.0,0.0,0.0,114000000.0,0.0,2000000.0,4000000.0,0.0,-3000000.0,-3000000.0,-10000000.0,3000000.0,-6000000.0,-10000000.0,-15000000.0
PaymentsForRepurchaseOfCommonStock / USD,57000000.0,57000000.0,57000000.0,40000000.0,405000000.0,1435000000.0,475000000.0,1280000000.0,4582000000.0,286000000.0,715000000.0,1360000000.0,1369000000.0,5006000000.0,355000000.0,358000000.0,370000000.0,1443000000.0,905000000.0,2108000000.0,3265000000.0,627000000.0,552000000.0,554000000.0,920000000.0,4015000000.0,11000000.0,313000000.0,619000000.0,1426000000.0,303000000.0,613000000.0,918000000.0
PaymentsForRestructuring / USD,,,29000000.0,65000000.0,98000000.0,46000000.0,133000000.0,65000000.0,48000000.0,25000000.0,15000000.0,24000000.0,30000000.0,57000000.0,17000000.0,25000000.0,32000000.0,36000000.0,5000000.0,8000000.0,9000000.0,37000000.0,2000000.0,5000000.0,13000000.0,11000000.0,31000000.0,45000000.0,57000000.0,16000000.0,93000000.0,118000000.0,137000000.0
PaymentsOfDebtIssuanceCosts / USD,,,,9000000.0,23000000.0,16000000.0,32000000.0,26000000.0,11000000.0,0.0,,23000000.0,24000000.0,23000000.0,,15000000.0,15000000.0,24000000.0,0.0,22000000.0,22000000.0,15000000.0,1000000.0,13000000.0,13000000.0,47000000.0,,,,14000000.0,,,0.0
PaymentsOfDividendsCommonStock / USD,,,,,,,,0.0,0.0,0.0,73000000.0,144000000.0,214000000.0,74000000.0,105000000.0,210000000.0,315000000.0,319000000.0,105000000.0,260000000.0,412000000.0,420000000.0,149000000.0,371000000.0,594000000.0,562000000.0,219000000.0,483000000.0,745000000.0,815000000.0,261000000.0,521000000.0,780000000.0
PaymentsToAcquireAvailableForSaleSecuritiesDebt / USD,,,,,,,,,7000000.0,0.0,2000000.0,17000000.0,19000000.0,9000000.0,0.0,0.0,15000000.0,19000000.0,2000000.0,6000000.0,6000000.0,30000000.0,0.0,2000000.0,9000000.0,8000000.0,58000000.0,62000000.0,93000000.0,20000000.0,34000000.0,34000000.0,193000000.0
PaymentsToAcquireBusinessesNetOfCashAcquired / USD,8000000.0,8000000.0,2000000.0,2000000.0,1000000.0,8000000.0,1692000000.0,202000000.0,18000000.0,0.0,0.0,0.0,0.0,18000000.0,10000000.0,21000000.0,21000000.0,1698000000.0,0.0,1000000.0,17000000.0,34000000.0,4000000.0,5000000.0,27000000.0,23000000.0,,,,27000000.0,,0.0,0.0
PaymentsToAcquireEquipmentOnLease / USD,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,14000000.0,0.0,5000000.0,5000000.0,5000000.0,33000000.0,,,,5000000.0,,,
PaymentsToAcquireIntangibleAssets / USD,8000000.0,7000000.0,10000000.0,29000000.0,35000000.0,36000000.0,12000000.0,59000000.0,46000000.0,66000000.0,28000000.0,51000000.0,72000000.0,50000000.0,45000000.0,73000000.0,95000000.0,102000000.0,37000000.0,72000000.0,99000000.0,130000000.0,43000000.0,72000000.0,122000000.0,132000000.0,42000000.0,93000000.0,135000000.0,159000000.0,32000000.0,87000000.0,113000000.0
PaymentsToAcquirePropertyPlantAndEquipment / USD,92000000.0,258000000.0,221000000.0,251000000.0,215000000.0,329000000.0,341000000.0,389000000.0,441000000.0,552000000.0,144000000.0,250000000.0,388000000.0,611000000.0,143000000.0,218000000.0,288000000.0,526000000.0,150000000.0,300000000.0,501000000.0,392000000.0,280000000.0,548000000.0,830000000.0,767000000.0,251000000.0,452000000.0,652000000.0,1063000000.0,226000000.0,411000000.0,597000000.0
PaymentsToAcquireShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0
PensionExpense / USD,,83000000.0,90000000.0,84000000.0,86000000.0,77000000.0,69000000.0,102000000.0,,97000000.0,,,,105000000.0,,,,98000000.0,,,,103000000.0,,,,112000000.0,,,,116000000.0,,,
PreferredStockParOrStatedValuePerShare / EUR/shares,,,,,0.2,0.2,0.2,0.2,,0.2,,,,0.2,,,,0.2,,,,0.2,,,,0.2,,,,0.2,,,
PreferredStockSharesAuthorized / shares,,645754500.0,645754500.0,645754500.0,645754500.0,645754500.0,645754500.0,645754500.0,,645754500.0,,,,645754500.0,,,,645754500.0,,,,645754500.0,,,,645754500.0,,,,645754500.0,,,
PreferredStockSharesIssued / shares,,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital / USD,,12000000.0,12000000.0,12000000.0,4000000.0,1000000.0,1000000.0,0.0,4000000.0,0.0,1000000.0,1000000.0,1000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,3000000.0,1000000.0,2000000.0,2000000.0,2000000.0,10000000.0,,,,10000000.0,,,
ProceedsFromInsuranceSettlementInvestingActivities / USD,,,,,,,,,,,,,,,,,0.0,0.0,,,7000000.0,0.0,,,,10000000.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,2000000.0
ProceedsFromIssuanceOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
ProceedsFromIssuanceOfLongTermDebt / USD,974000000.0,974000000.0,1578000000.0,967000000.0,2251000000.0,1150000000.0,3680000000.0,3259000000.0,0.0,0.0,,1750000000.0,1750000000.0,1997000000.0,,2000000000.0,2000000000.0,1750000000.0,,2000000000.0,2000000000.0,2000000000.0,,1496000000.0,1496000000.0,4000000000.0,,,,1496000000.0,0.0,0.0,0.0
ProceedsFromPaymentsForOtherFinancingActivities / USD,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,-1000000.0,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,-2000000.0,-1000000.0,-1000000.0,-2000000.0,-2000000.0,-1000000.0,-1000000.0,-2000000.0
ProceedsFromRepurchaseOfEquity / USD,,15000000.0,177000000.0,145000000.0,51000000.0,115000000.0,51000000.0,115000000.0,,233000000.0,,,,39000000.0,,,,84000000.0,,,,71000000.0,,,,62000000.0,,,,59000000.0,,,
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt / USD,,,,,,,,,0.0,0.0,,,,2000000.0,,,,1000000.0,,,,2000000.0,,,,8000000.0,,,,13000000.0,,,
ProceedsFromSaleOfOtherInvestments / USD,,,,,,,,,,,,,,,,0.0,0.0,,8000000.0,8000000.0,8000000.0,,,12000000.0,12000000.0,,0.0,0.0,0.0,,5000000.0,5000000.0,5000000.0
ProceedsFromSaleOfPropertyPlantAndEquipment / USD,21000000.0,31000000.0,15000000.0,2000000.0,6000000.0,4000000.0,7000000.0,1000000.0,1000000.0,2000000.0,,0.0,23000000.0,1000000.0,,1000000.0,3000000.0,23000000.0,0.0,0.0,1000000.0,4000000.0,1000000.0,1000000.0,2000000.0,1000000.0,0.0,1000000.0,1000000.0,2000000.0,2000000.0,3000000.0,3000000.0
ProceedsFromSaleOfShortTermInvestments / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,9000000.0,9000000.0,9000000.0
ProceedsFromSalesOfAssetsInvestingActivities / USD,,,,,,,,,,,,,21000000.0,0.0,161000000.0,161000000.0,163000000.0,21000000.0,0.0,0.0,0.0,165000000.0,1000000.0,1000000.0,2000000.0,1000000.0,0.0,1000000.0,1000000.0,2000000.0,2000000.0,3000000.0,3000000.0
ProceedsFromStockOptionsExercised / USD,10000000.0,10000000.0,10000000.0,14000000.0,177000000.0,145000000.0,51000000.0,115000000.0,36000000.0,233000000.0,32000000.0,37000000.0,70000000.0,39000000.0,29000000.0,37000000.0,64000000.0,84000000.0,31000000.0,31000000.0,60000000.0,72000000.0,28000000.0,28000000.0,58000000.0,62000000.0,33000000.0,34000000.0,70000000.0,59000000.0,37000000.0,40000000.0,79000000.0
ProfitLoss / USD,-153000000.0,-406000000.0,436000000.0,-52000000.0,415000000.0,607000000.0,1599000000.0,259000000.0,70000000.0,2272000000.0,-16000000.0,-16000000.0,-16000000.0,2258000000.0,-13000000.0,-13000000.0,-13000000.0,272000000.0,364000000.0,364000000.0,364000000.0,80000000.0,666000000.0,666000000.0,666000000.0,1906000000.0,623000000.0,623000000.0,623000000.0,2833000000.0,644000000.0,644000000.0,644000000.0
PropertyPlantAndEquipmentGross / USD,2139000000.0,2065000000.0,2103000000.0,3592000000.0,3683000000.0,5505000000.0,4666000000.0,5170000000.0,,5735000000.0,,,,6190000000.0,,,,6521000000.0,,,,7311000000.0,,,,8319000000.0,,,,8983000000.0,,,
PropertyPlantAndEquipmentNet / USD,1164000000.0,1164000000.0,1063000000.0,1070000000.0,1048000000.0,1123000000.0,2922000000.0,2352000000.0,2436000000.0,2295000000.0,2448000000.0,2448000000.0,2448000000.0,2436000000.0,2284000000.0,2284000000.0,2284000000.0,2448000000.0,2635000000.0,2635000000.0,2635000000.0,2284000000.0,3105000000.0,3105000000.0,3105000000.0,2635000000.0,3323000000.0,3323000000.0,3323000000.0,3105000000.0,3267000000.0,3267000000.0,3267000000.0
PurchaseObligation / USD,,,166000000.0,336000000.0,809000000.0,550000000.0,633000000.0,333000000.0,,290000000.0,,,,372000000.0,1048000000.0,3769000000.0,4364000000.0,4354000000.0,3925000000.0,3885000000.0,3750000000.0,3672000000.0,3900000000.0,3800000000.0,3900000000.0,4184000000.0,4118000000.0,3899000000.0,3468000000.0,3046000000.0,3239000000.0,3501000000.0,3341000000.0
ReceivablesNetCurrent / USD,438000000.0,479000000.0,510000000.0,542000000.0,593000000.0,1047000000.0,1033000000.0,879000000.0,,792000000.0,,,,667000000.0,,,,765000000.0,,,,923000000.0,,,,960000000.0,,,,894000000.0,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax / USD,,,,,,,,,-9000000.0,1000000.0,-3000000.0,-8000000.0,-3000000.0,-13000000.0,8000000.0,10000000.0,9000000.0,4000000.0,-1000000.0,-8000000.0,-19000000.0,6000000.0,-2000000.0,-5000000.0,-10000000.0,-35000000.0,-4000000.0,-9000000.0,-11000000.0,-17000000.0,-1000000.0,0.0,1000000.0
RepaymentsOfCommercialPaper / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
RepaymentsOfNotesPayable / USD,286000000.0,1383000000.0,1997000000.0,1676000000.0,2429000000.0,92000000.0,3586000000.0,3295000000.0,1273000000.0,2728000000.0,,553000000.0,600000000.0,1273000000.0,,,,600000000.0,,0.0,0.0,1809000000.0,,917000000.0,917000000.0,1021000000.0,0.0,0.0,0.0,917000000.0,1000000000.0,1000000000.0,1000000000.0
ResearchAndDevelopmentExpense / USD,764000000.0,568000000.0,635000000.0,628000000.0,639000000.0,763000000.0,890000000.0,1560000000.0,1297000000.0,1554000000.0,415000000.0,823000000.0,1219000000.0,1700000000.0,425000000.0,827000000.0,1265000000.0,1643000000.0,461000000.0,937000000.0,1429000000.0,1725000000.0,518000000.0,1060000000.0,1608000000.0,1936000000.0,577000000.0,1166000000.0,1767000000.0,2148000000.0,564000000.0,1158000000.0,1735000000.0
RestructuringCharges / USD,,-66000000.0,103000000.0,27000000.0,44000000.0,239000000.0,52000000.0,7000000.0,30000000.0,5000000.0,9000000.0,17000000.0,38000000.0,29000000.0,0.0,0.0,1000000.0,77000000.0,0.0,1000000.0,1000000.0,1000000.0,21000000.0,21000000.0,21000000.0,1000000.0,21000000.0,21000000.0,21000000.0,106000000.0,7000000.0,17000000.0,21000000.0
RestructuringReserve / USD,,97000000.0,99000000.0,170000000.0,117000000.0,40000000.0,240000000.0,151000000.0,65000000.0,89000000.0,32000000.0,32000000.0,32000000.0,65000000.0,74000000.0,74000000.0,74000000.0,32000000.0,37000000.0,37000000.0,37000000.0,74000000.0,20000000.0,20000000.0,20000000.0,37000000.0,101000000.0,101000000.0,101000000.0,20000000.0,157000000.0,157000000.0,157000000.0
RestructuringReserveAccrualAdjustment1 / USD,,,,,,2000000.0,3000000.0,16000000.0,-4000000.0,0.0,0.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,0.0,-1000000.0,-5000000.0,-6000000.0,0.0,-3000000.0,-3000000.0,-7000000.0,-7000000.0,3000000.0,-3000000.0,-7000000.0,-8000000.0,0.0,-4000000.0,-9000000.0
RestructuringReserveCurrent / USD,,47000000.0,138000000.0,103000000.0,37000000.0,197000000.0,129000000.0,74000000.0,60000000.0,60000000.0,32000000.0,32000000.0,32000000.0,32000000.0,60000000.0,60000000.0,60000000.0,60000000.0,25000000.0,25000000.0,25000000.0,25000000.0,19000000.0,19000000.0,19000000.0,19000000.0,92000000.0,92000000.0,92000000.0,92000000.0,147000000.0,147000000.0,147000000.0
RestructuringReserveNoncurrent / USD,,52000000.0,32000000.0,14000000.0,3000000.0,43000000.0,22000000.0,15000000.0,5000000.0,5000000.0,,,0.0,0.0,14000000.0,14000000.0,14000000.0,14000000.0,12000000.0,12000000.0,12000000.0,12000000.0,1000000.0,1000000.0,1000000.0,1000000.0,9000000.0,9000000.0,9000000.0,9000000.0,10000000.0,10000000.0,10000000.0
RestructuringReserveTranslationAndOtherAdjustment / USD,,-2000000.0,1000000.0,6000000.0,-7000000.0,9000000.0,-5000000.0,12000000.0,-2000000.0,-4000000.0,0.0,0.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,1000000.0,-1000000.0,-1000000.0,-3000000.0,-1000000.0,-2000000.0,-2000000.0,-2000000.0,0.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,1000000.0,5000000.0,5000000.0
RetainedEarningsAccumulatedDeficit / USD,-5609000000.0,-5219000000.0,-5334000000.0,-5105000000.0,-4804000000.0,-3542000000.0,-3934000000.0,-2339000000.0,-1907000000.0,-1907000000.0,-2845000000.0,-2845000000.0,-2845000000.0,-2845000000.0,-4328000000.0,-4328000000.0,-4328000000.0,-4328000000.0,-5371000000.0,-5371000000.0,-5371000000.0,-5371000000.0,-3975000000.0,-3975000000.0,-3975000000.0,-3975000000.0,-2793000000.0,-2793000000.0,-2793000000.0,-2793000000.0,-1814000000.0,-1814000000.0,-1814000000.0
RevenueFromContractWithCustomerExcludingAssessedTax / USD,,,,,,,,9498000000.0,7004000000.0,9256000000.0,2094000000.0,4311000000.0,6576000000.0,9407000000.0,2021000000.0,3838000000.0,6105000000.0,8877000000.0,2567000000.0,5163000000.0,8024000000.0,8612000000.0,3136000000.0,6448000000.0,9893000000.0,11063000000.0,3121000000.0,6420000000.0,9854000000.0,13205000000.0,3126000000.0,6253000000.0,9503000000.0
RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability / USD,,,,,,,,,260000000.0,279000000.0,188000000.0,198000000.0,260000000.0,188000000.0,,,,188000000.0,,,,50000000.0,,,,67000000.0,,,,91000000.0,,,
SellingGeneralAndAdministrativeExpense / USD,,966000000.0,918000000.0,977000000.0,664000000.0,686000000.0,922000000.0,1141000000.0,742000000.0,1090000000.0,248000000.0,478000000.0,699000000.0,993000000.0,233000000.0,455000000.0,658000000.0,924000000.0,222000000.0,456000000.0,699000000.0,879000000.0,251000000.0,516000000.0,805000000.0,956000000.0,280000000.0,554000000.0,848000000.0,1066000000.0,306000000.0,576000000.0,841000000.0
ShareBasedCompensation / USD,28000000.0,12000000.0,31000000.0,52000000.0,88000000.0,133000000.0,216000000.0,338000000.0,221000000.0,281000000.0,86000000.0,173000000.0,257000000.0,314000000.0,107000000.0,212000000.0,295000000.0,346000000.0,91000000.0,184000000.0,265000000.0,384000000.0,89000000.0,178000000.0,267000000.0,353000000.0,99000000.0,201000000.0,304000000.0,364000000.0,115000000.0,229000000.0,344000000.0
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures / USD,10000000.0,10000000.0,10000000.0,14000000.0,177000000.0,145000000.0,51000000.0,115000000.0,20000000.0,233000000.0,32000000.0,32000000.0,32000000.0,39000000.0,29000000.0,29000000.0,29000000.0,84000000.0,31000000.0,31000000.0,31000000.0,72000000.0,28000000.0,28000000.0,28000000.0,62000000.0,33000000.0,33000000.0,33000000.0,59000000.0,,,
StockIssuedDuringPeriodValueShareBasedCompensation / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,37000000.0,
StockRepurchaseProgramAuthorizedAmount1 / USD,,,,,,,,,,5000000000.0,,,,,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,,2000000000.0,,,
StockRepurchasedAndRetiredDuringPeriodValue / USD,,,,,,,,,,,,,,5006000000.0,,,,1443000000.0,,,,627000000.0,,,,4015000000.0,,,,1429000000.0,303000000.0,303000000.0,303000000.0
StockholdersEquity / USD,986000000.0,1145000000.0,1049000000.0,1301000000.0,538000000.0,11515000000.0,10935000000.0,13527000000.0,10505000000.0,10505000000.0,9441000000.0,9441000000.0,9441000000.0,9441000000.0,8944000000.0,8944000000.0,8944000000.0,8944000000.0,6528000000.0,6528000000.0,6528000000.0,6528000000.0,7449000000.0,7449000000.0,7449000000.0,7449000000.0,8644000000.0,8644000000.0,8644000000.0,8644000000.0,9183000000.0,9183000000.0,9183000000.0
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest / USD,1182000000.0,1041000000.0,1219000000.0,1357000000.0,1284000000.0,1546000000.0,801000000.0,11803000000.0,13716000000.0,11156000000.0,10690000000.0,10690000000.0,10690000000.0,13716000000.0,9655000000.0,9655000000.0,9655000000.0,10690000000.0,9151000000.0,9151000000.0,9151000000.0,9655000000.0,6770000000.0,6770000000.0,6770000000.0,9151000000.0,7740000000.0,7740000000.0,7740000000.0,6770000000.0,8960000000.0,8960000000.0,8960000000.0
TaxCreditCarryforwardAmount / USD,,92000000.0,97000000.0,95000000.0,795000000.0,749000000.0,580000000.0,571000000.0,,500000000.0,,,,468000000.0,,,,363000000.0,,,,231000000.0,,,,227000000.0,,,,221000000.0,,,
TaxesPayableCurrent / USD,,,,,,,,,,,,,,,,140000000.0,140000000.0,140000000.0,82000000.0,82000000.0,82000000.0,82000000.0,296000000.0,296000000.0,296000000.0,296000000.0,170000000.0,170000000.0,170000000.0,170000000.0,114000000.0,114000000.0,114000000.0
TreasuryStockAcquiredAverageCostPerShare / USD/shares,,21.7,36.6,61.73,88.93,82.36,88.93,82.36,,113.36,,,,92.07,,,,90.94,,,,129.7,,,,194.63,,,,171.59,,,
TreasuryStockCommonShares / shares,,,,,,,,,,,,,,,,,,,,,,,15056232.0,16394164.0,15056232.0,9044952.0,17329585.0,17329585.0,17329585.0,9569359.0,20195011.0,20195011.0,20195011.0
TreasuryStockCommonValue / USD,,,,,,,,,,,,,,,,,,,,,,,2799000000.0,2799000000.0,2799000000.0,1037000000.0,3210000000.0,3210000000.0,3210000000.0,1932000000.0,4004000000.0,4004000000.0,4004000000.0
TreasuryStockSharesAcquired / shares,,,,,5336310.0,15537868.0,5336310.0,15537868.0,251000000.0,2522589.0,8482000000.0,8482000000.0,8482000000.0,54376181.0,,,,15865718.0,,,,4828913.0,,,,20628901.0,,,,8330021.0,,,
TreasuryStockSharesRetired / shares,,,,,,,,0.0,,0.0,,,,17300143.0,,,,13183081.0,,,,26000000.0,,,,26000000.0,,,,26000000.0,,,
TreasuryStockValueAcquiredCostMethod / USD,57000000.0,57000000.0,57000000.0,26000000.0,405000000.0,1435000000.0,475000000.0,1280000000.0,30000000.0,286000000.0,715000000.0,715000000.0,715000000.0,,355000000.0,355000000.0,355000000.0,,905000000.0,905000000.0,905000000.0,627000000.0,552000000.0,552000000.0,552000000.0,4015000000.0,7000000.0,7000000.0,7000000.0,1429000000.0,,,
UndistributedEarningsOfForeignSubsidiaries / USD,,,,,,,,,,45000000.0,,,,114000000.0,,,,345000000.0,,,,484000000.0,,,,614000000.0,,,,773000000.0,,,
UnrecognizedTaxBenefits / USD,,52000000.0,195000000.0,169000000.0,139000000.0,143000000.0,125000000.0,149000000.0,,146000000.0,,,,177000000.0,,,,165000000.0,,,,159000000.0,,,,161000000.0,,,,176000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromForeignCurrencyTranslation / USD,,,,,,,,,,4000000.0,,,,4000000.0,,,,1000000.0,,,,0.0,,,,1000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions / USD,,7000000.0,12000000.0,25000000.0,4000000.0,21000000.0,111000000.0,3000000.0,,0.0,,,,17000000.0,,,,4000000.0,,,,0.0,,,,1000000.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities / USD,,24000000.0,24000000.0,23000000.0,2000000.0,2000000.0,2000000.0,4000000.0,,2000000.0,,,,5000000.0,,,,9000000.0,,,,6000000.0,,,,0.0,,,,4000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued / USD,,11000000.0,8000000.0,3000000.0,4000000.0,7000000.0,14000000.0,12000000.0,,17000000.0,,,,14000000.0,,,,11000000.0,,,,13000000.0,,,,18000000.0,,,,16000000.0,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense / USD,,5000000.0,3000000.0,-5000000.0,1000000.0,3000000.0,7000000.0,2000000.0,,6000000.0,,,,3000000.0,,,,3000000.0,,,,4000000.0,,,,5000000.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions / USD,,140000000.0,10000000.0,2000000.0,7000000.0,3000000.0,15000000.0,9000000.0,,10000000.0,,,,7000000.0,,,,7000000.0,,,,7000000.0,,,,11000000.0,,,,11000000.0,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions / USD,,10000000.0,16000000.0,16000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,19000000.0,,,,7000000.0,,,,4000000.0,,,,5000000.0,,,,7000000.0,,,,1000000.0,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations / USD,,,,,,,,,,0.0,,,,0.0,,,,3000000.0,,,,4000000.0,,,,1000000.0,,,,3000000.0,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate / USD,,15000000.0,17000000.0,23000000.0,126000000.0,125000000.0,149000000.0,138000000.0,,134000000.0,,,,140000000.0,,,,152000000.0,,,,150000000.0,,,,165000000.0,,,,182000000.0,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount / USD,,63000000.0,44000000.0,18000000.0,20000000.0,5000000.0,-505000000.0,13000000.0,32000000.0,59000000.0,,,,35000000.0,,,,20000000.0,,,,0.0,,,,-7000000.0,,,,-10000000.0,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment / shares,,,6524000.0,6524000.0,6524000.0,10655000.0,10352000.0,9130000.0,3020000.0,7156000.0,0.0,2641000.0,3323000.0,2825000.0,0.0,0.0,0.0,3855000.0,5737000.0,5918000.0,5572000.0,4046000.0,2020000.0,2072000.0,2218000.0,4959000.0,1634000.0,1909000.0,2922000.0,2174000.0,2387000.0,2940000.0,2925000.0
WeightedAverageNumberOfDilutedSharesOutstanding / shares,,,248812000.0,248064000.0,255050000.0,248609000.0,250116000.0,347607000.0,339791000.0,345802000.0,287227000.0,286858000.0,285819000.0,328606000.0,279933000.0,279533000.0,279511000.0,285911000.0,283263000.0,281063000.0,277886000.0,283809000.0,265109000.0,264909000.0,264838000.0,275646000.0,261210000.0,261278000.0,261666000.0,264053000.0,258954000.0,258963000.0,258426000.0
WeightedAverageNumberOfSharesOutstandingBasic / shares,,,248812000.0,248064000.0,248526000.0,237954000.0,239764000.0,338477000.0,336771000.0,338646000.0,287227000.0,284217000.0,282496000.0,325781000.0,279933000.0,279533000.0,279511000.0,282056000.0,277526000.0,275145000.0,272314000.0,279763000.0,263089000.0,262837000.0,262620000.0,270687000.0,259576000.0,259369000.0,258744000.0,261879000.0,256567000.0,256023000.0,255501000.0
