fact_unit,2018-06-07,2018-09-13,2018-12-06,2019-03-06,2019-06-05,2019-09-18,2019-12-06,2020-03-04,2020-06-03,2020-09-17,2020-12-08,2021-03-04,2021-06-03,2021-09-16,2021-12-08,2022-03-09,2022-06-09,2022-09-15,2022-12-07,2023-03-08,2023-06-07,2023-09-14,2023-12-06,2024-03-06,2024-06-07,2024-09-12,2024-12-05,2025-03-10,2025-05-29,2025-09-11,2025-11-25
DeferredTaxAssetsTaxCreditCarryforwards / USD,,0.0,,,,6118000.0,,,,10330000.0,,,,23573000.0,,,,42225000.0,,,,68272000.0,,,,98564000.0,,,,157861000.0,
DeferredTaxAssetsValuationAllowance / USD,,31483000.0,,,,40299000.0,,,,51493000.0,,,,45578000.0,,,,103732000.0,,,,130236000.0,,,,345756000.0,,,,553916000.0,
DeferredTaxLiabilitiesDeferredExpenseDeferredPolicyAcquisitionCost / USD,,12331000.0,,,,12561000.0,,,,15906000.0,,,,24727000.0,,,,46709000.0,,,,67512000.0,,,,86805000.0,,,,99123000.0,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets / USD,,,,,,0.0,,,,1178000.0,,,,4224000.0,,,,6341000.0,,,,,,,,4765000.0,,,,10273000.0,
DeferredTaxLiabilitiesLeasingArrangements / USD,,,,,,,,,,6978000.0,,,,6978000.0,,,,9069000.0,,,,15739000.0,,,,22403000.0,,,,29137000.0,
DeferredTaxLiabilitiesPropertyPlantAndEquipment / USD,,,,,,,,,,,,,,,,,,,,,,,,,,4690000.0,,,,9929000.0,
DefinedContributionPlanCostRecognized / USD,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,4500000.0,
EarningsPerShareBasic / USD/shares,,,,,,,,,,,,,,-0.23,-0.41,-0.91,-1.34,-0.89,-0.65,-1.37,-2.08,-1.93,-0.48,-0.87,-1.19,-2.77,-0.23,-0.42,-0.29,-1.4,-0.08
EarningsPerShareDiluted / USD/shares,,,,,,,,,,,,,,-0.23,-0.41,-0.91,-1.34,-0.89,-0.65,-1.37,-2.08,-1.93,-0.48,-0.87,-1.19,-2.77,-0.23,-0.42,-0.29,-1.4,-0.08
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate / pure,0.269,0.34,0.21,,,0.34,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,,,,0.21,
EffectiveIncomeTaxRateReconciliationBeatPercent / pure,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,-0.118,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance / pure,,-0.325,,,,-0.324,,,,0.335,,,,-1.769,,,,-0.65,,,,-0.706,,,,-0.436,,,,-0.341,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential / pure,,0.001,,,,-0.017,,,,0.003,,,,-0.009,,,,0.0,,,,0.004,,,,-0.004,,,,0.113,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment / pure,,-0.005,,,,-0.005,,,,-0.013,,,,-0.019,,,,,,,,,,,,-0.002,,,,-0.008,
EffectiveIncomeTaxRateReconciliationOtherAdjustments / pure,,-0.005,,,,-0.003,,,,-0.006,,,,-0.001,,,,-0.01,,,,0.0,,,,0.003,,,,-0.001,
EffectiveIncomeTaxRateReconciliationShareBasedCompensationExcessTaxBenefitPercent / pure,,,,,,-0.028,,,,-0.038,,,,1.472,,,,0.37,,,,0.439,,,,0.176,,,,-0.008,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes / pure,,0.018,,,,0.015,,,,0.0,,,,0.001,,,,0.002,,,,0.0,,,,-0.001,,,,-0.021,
EffectiveIncomeTaxRateReconciliationTaxCredits / pure,,0.0,,,,0.0,,,,-0.037,,,,-0.1,,,,-0.068,,,,-0.041,,,,-0.039,,,,-0.078,
EmployeeRelatedLiabilitiesCurrent / USD,11608000.0,11608000.0,23393000.0,23393000.0,23393000.0,23393000.0,21544000.0,21544000.0,21544000.0,21544000.0,49444000.0,49444000.0,49444000.0,49444000.0,93622000.0,93622000.0,93622000.0,93622000.0,111948000.0,111948000.0,111948000.0,111948000.0,136800000.0,136800000.0,136800000.0,136800000.0,160810000.0,160810000.0,160810000.0,160810000.0,181807000.0
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount / USD,,,,,,500000.0,800000.0,1200000.0,3000000.0,500000.0,800000.0,2000000.0,3000000.0,500000.0,1500000.0,2500000.0,4100000.0,4400000.0,2500000.0,5200000.0,8100000.0,6300000.0,4000000.0,8300000.0,12400000.0,11500000.0,4700000.0,11200000.0,17900000.0,17200000.0,12400000.0
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized / USD,,,148600000.0,148500000.0,155100000.0,194600000.0,234300000.0,239700000.0,278100000.0,508500000.0,524800000.0,547800000.0,734700000.0,729200000.0,,,,1030700000.0,,,,1184800000.0,,,,1519800000.0,,,,1557200000.0,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,1400000.0,,,,13400000.0,
EntityCommonStockSharesOutstanding / shares,119606722.0,119773132.0,122250116.0,124147097.0,125661928.0,127454926.0,127957453.0,129351577.0,130518247.0,132906329.0,134191860.0,135940233.0,136987021.0,138735981.0,140081679.0,141085336.0,141862695.0,143052488.0,144212227.0,145120095.0,145891168.0,147168773.0,148333445.0,149857976.0,151149087.0,152490005.0,153438623.0,154724902.0,155695672.0,158300823.0,159471208.0
EntityPublicFloat / USD,,1500000000.0,,,,2800000000.0,,,,4000000000.0,,,,20400000000.0,,,,22200000000.0,,,,9800000000.0,,,,19800000000.0,,,,17900000000.0,
EquitySecuritiesWithoutReadilyDeterminableFairValueAmount / USD,,,,,,,,,,2000000.0,,,2000000.0,2000000.0,5100000.0,5100000.0,5100000.0,5100000.0,5100000.0,5100000.0,5100000.0,5100000.0,7800000.0,7800000.0,7800000.0,7800000.0,9800000.0,9800000.0,9800000.0,9800000.0,10600000.0
FiniteLivedIntangibleAssetsAccumulatedAmortization / USD,,,,,0.0,0.0,908000.0,908000.0,908000.0,908000.0,4292000.0,4292000.0,4292000.0,4292000.0,11087000.0,11087000.0,11087000.0,11087000.0,20097000.0,20097000.0,20097000.0,20097000.0,31157000.0,31157000.0,31157000.0,31157000.0,45781000.0,45781000.0,45781000.0,45781000.0,62601000.0
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths / USD,,,,,,2602000.0,,,,6308000.0,5700000.0,5700000.0,7138000.0,8678000.0,8181000.0,8501000.0,8501000.0,9921000.0,8481000.0,8481000.0,10515000.0,11320000.0,6825000.0,6825000.0,16785000.0,16785000.0,15772000.0,15833000.0,15833000.0,15833000.0,43938000.0
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear / USD,,,430000.0,286000.0,213000.0,,1925000.0,1283000.0,817000.0,,4732000.0,3156000.0,1937000.0,,6452000.0,4434000.0,2197000.0,,7369000.0,4817000.0,2774000.0,,8797000.0,5714000.0,5123000.0,,12545000.0,8336000.0,4080000.0,,34949000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive / USD,,,,,32000.0,21000.0,21000.0,21000.0,721000.0,3059000.0,,,,2491000.0,,,,1407000.0,,,,,,46000.0,7216000.0,7215000.0,,,,25000.0,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour / USD,,,47000.0,47000.0,244000.0,1490000.0,1456000.0,1456000.0,2156000.0,3761000.0,3058000.0,3058000.0,4498000.0,6038000.0,2491000.0,2812000.0,2812000.0,4232000.0,1407000.0,1408000.0,2428000.0,2428000.0,1155000.0,1155000.0,11115000.0,11115000.0,7215000.0,7278000.0,7278000.0,7278000.0,28150000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree / USD,,,572000.0,572000.0,851000.0,1994000.0,1960000.0,1960000.0,2660000.0,5196000.0,3761000.0,3761000.0,5201000.0,6741000.0,6038000.0,6358000.0,6358000.0,7778000.0,4232000.0,4232000.0,5252000.0,5252000.0,2988000.0,2988000.0,12948000.0,12948000.0,11115000.0,11177000.0,11177000.0,11177000.0,37931000.0
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo / USD,,,572000.0,572000.0,851000.0,2601000.0,2567000.0,2567000.0,3268000.0,5700000.0,5196000.0,5196000.0,6641000.0,8181000.0,6741000.0,7061000.0,7061000.0,8481000.0,7778000.0,7778000.0,7278000.0,6265000.0,5812000.0,5812000.0,15772000.0,15772000.0,12948000.0,13010000.0,13010000.0,13010000.0,42105000.0
FiniteLivedIntangibleAssetsGross / USD,,,1621000.0,1477000.0,0.0,0.0,9616000.0,9616000.0,9616000.0,9616000.0,28316000.0,28316000.0,28316000.0,28316000.0,43216000.0,43216000.0,43216000.0,43216000.0,51916000.0,51916000.0,51916000.0,51916000.0,57016000.0,57016000.0,57016000.0,57016000.0,109616000.0,109616000.0,109616000.0,109616000.0,109924000.0
FiniteLivedIntangibleAssetsNet / USD,,,,,0.0,0.0,8708000.0,8708000.0,8708000.0,8708000.0,24024000.0,24024000.0,24024000.0,24024000.0,32129000.0,32129000.0,32129000.0,32129000.0,31819000.0,31819000.0,31819000.0,31819000.0,25859000.0,25859000.0,25859000.0,25859000.0,63835000.0,63835000.0,63835000.0,63835000.0,47323000.0
FinitelivedIntangibleAssetsAcquired1 / USD,,,,,2616000.0,9616000.0,0.0,0.0,3500000.0,18700000.0,0.0,0.0,7200000.0,14900000.0,0.0,1600000.0,1600000.0,8700000.0,0.0,0.0,5100000.0,5100000.0,2800000.0,2800000.0,52600000.0,52600000.0,0.0,308000.0,308000.0,308000.0,176600000.0
GeneralAndAdministrativeExpense / USD,11201000.0,9399000.0,7130000.0,13533000.0,22497000.0,20521000.0,10131000.0,20517000.0,36428000.0,31135000.0,12625000.0,41608000.0,56223000.0,46598000.0,20859000.0,45512000.0,70107000.0,73632000.0,33717000.0,71161000.0,111833000.0,96535000.0,44156000.0,87678000.0,131164000.0,151735000.0,50716000.0,105311000.0,155789000.0,178855000.0,56819000.0
Goodwill / USD,,,,,,0.0,7479000.0,7479000.0,7479000.0,7479000.0,30059000.0,30059000.0,30059000.0,30059000.0,58977000.0,58977000.0,58977000.0,58977000.0,78547000.0,78547000.0,78547000.0,78547000.0,89192000.0,89192000.0,89192000.0,89192000.0,417029000.0,417029000.0,417029000.0,417029000.0,417730000.0
GoodwillAcquiredDuringPeriod / USD,,,,,,7479000.0,0.0,,,22580000.0,,,23232000.0,28918000.0,,846000.0,846000.0,19570000.0,,,10645000.0,10645000.0,3223000.0,,327837000.0,327837000.0,,701000.0,701000.0,701000.0,576733000.0
GoodwillImpairmentLoss / USD,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,
GrossProfit / USD,69735000.0,60198000.0,31590000.0,67887000.0,107626000.0,98245000.0,51199000.0,110230000.0,174398000.0,152299000.0,74032000.0,155062000.0,241007000.0,243167000.0,110851000.0,233760000.0,371187000.0,335536000.0,178348000.0,376128000.0,598913000.0,522783000.0,278851000.0,578845000.0,901796000.0,848664000.0,385309000.0,793109000.0,1227979000.0,1254120000.0,486493000.0
HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease / USD,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-8306000.0,-8306000.0,-8306000.0,-8306000.0,-4065000.0,-4065000.0,-4065000.0,4100000.0,-2900000.0
ImpairmentOfLongLivedAssetsHeldForUse / USD,,,,,,,,,,700000.0,,,,700000.0,,,,400000.0,,,,400000.0,,,,0.0,,,,0.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic / USD,,-28227000.0,,,,-36874000.0,,,,-36455000.0,,,,-34145000.0,,,,-123085000.0,,,,-275189000.0,,,,-413148000.0,,,,-228715000.0,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest / USD,-21640000.0,-26970000.0,-11109000.0,-17267000.0,-25681000.0,-34583000.0,-7261000.0,-10269000.0,-21869000.0,-32309000.0,-16282000.0,-44720000.0,-63636000.0,-27912000.0,-54508000.0,-120378000.0,-177000000.0,-112728000.0,-88322000.0,-186581000.0,-288476000.0,-257178000.0,-63416000.0,-117177000.0,-156538000.0,-383630000.0,-24486000.0,-44991000.0,-24125000.0,-182564000.0,-4414000.0
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign / USD,,1257000.0,,,,2291000.0,,,,4146000.0,,,,6233000.0,,,,10357000.0,,,,18011000.0,,,,29518000.0,,,,46151000.0,
IncomeTaxExpenseBenefit / USD,551000.0,468000.0,289000.0,646000.0,1003000.0,877000.0,327000.0,874000.0,1510000.0,1337000.0,794000.0,1510000.0,1931000.0,743000.0,498000.0,2169000.0,4006000.0,2388000.0,2479000.0,4640000.0,4150000.0,4851000.0,4746000.0,8438000.0,15123000.0,6648000.0,8997000.0,16961000.0,18703000.0,19771000.0,7637000.0
IncomeTaxesPaidNet / USD,365000.0,319000.0,141000.0,267000.0,608000.0,385000.0,517000.0,1121000.0,1500000.0,870000.0,810000.0,1473000.0,1738000.0,1770000.0,1496000.0,2479000.0,3580000.0,2525000.0,2479000.0,3777000.0,3917000.0,4144000.0,3003000.0,3008000.0,6582000.0,5606000.0,5286000.0,11509000.0,19429000.0,14940000.0,9399000.0
IncreaseDecreaseInAccountsPayable / USD,138000.0,563000.0,-2065000.0,-2211000.0,-1620000.0,2249000.0,-768000.0,-786000.0,-611000.0,-779000.0,-38000.0,-603000.0,1923000.0,495000.0,76000.0,4627000.0,6421000.0,862000.0,-1088000.0,-103000.0,2966000.0,7451000.0,3000000.0,5228000.0,-4079000.0,14358000.0,4596000.0,-2412000.0,7520000.0,-8416000.0,1043000.0
IncreaseDecreaseInAccountsReceivable / USD,-255000.0,6188000.0,-8621000.0,8482000.0,1161000.0,14563000.0,-12383000.0,13859000.0,9540000.0,22559000.0,-22859000.0,1432000.0,12218000.0,31730000.0,-41634000.0,24681000.0,20128000.0,54222000.0,-84927000.0,12622000.0,15449000.0,111605000.0,-130636000.0,-40800000.0,-23005000.0,143336000.0,-215082000.0,-102374000.0,-78406000.0,183858000.0,-311975000.0
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities / USD,1133000.0,2085000.0,755000.0,445000.0,2676000.0,5376000.0,2110000.0,1042000.0,-1047000.0,2076000.0,-466000.0,-1243000.0,660000.0,-336000.0,-1243000.0,1733000.0,3008000.0,2292000.0,-192000.0,5029000.0,10150000.0,6532000.0,3627000.0,5899000.0,14861000.0,13377000.0,4859000.0,6020000.0,14647000.0,26814000.0,-6240000.0
IncreaseDecreaseInContractWithCustomerAsset / USD,,,,,21200000.0,21999000.0,4392000.0,13472000.0,21700000.0,34429000.0,6176000.0,15690000.0,32228000.0,32526000.0,18042000.0,43154000.0,71130000.0,65052000.0,23985000.0,58513000.0,99062000.0,137673000.0,26795000.0,64202000.0,110566000.0,158503000.0,27680000.0,67744000.0,122651000.0,176950000.0,32801000.0
IncreaseDecreaseInContractWithCustomerLiability / USD,,,,,28187000.0,30706000.0,1256000.0,41997000.0,47519000.0,67404000.0,-5333000.0,28820000.0,49581000.0,87179000.0,2133000.0,78884000.0,128414000.0,118017000.0,17381000.0,129594000.0,188595000.0,262425000.0,-15340000.0,90862000.0,154256000.0,391179000.0,-40154000.0,62477000.0,132354000.0,418564000.0,-111254000.0
IncreaseDecreaseInDeferredIncomeTaxes / USD,,,,,,0.0,,,,0.0,49000.0,0.0,555000.0,1392000.0,520000.0,981000.0,1502000.0,1172000.0,223000.0,659000.0,521000.0,2406000.0,-65000.0,-9000.0,-158000.0,562000.0,43000.0,1437000.0,5769000.0,-352000.0,-186000.0
IncreaseDecreaseInEmployeeRelatedLiabilities / USD,336000.0,2601000.0,-3493000.0,-1185000.0,3212000.0,5246000.0,-4707000.0,-7852000.0,-1548000.0,11785000.0,1382000.0,3475000.0,12671000.0,-1849000.0,-12347000.0,-1583000.0,11583000.0,27900000.0,-20955000.0,-9759000.0,9056000.0,43877000.0,-32797000.0,-17651000.0,10933000.0,18326000.0,-39232000.0,562000.0,12816000.0,24538000.0,-34431000.0
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets / USD,1438000.0,115000.0,686000.0,1094000.0,3341000.0,2718000.0,1138000.0,2778000.0,3361000.0,5068000.0,2471000.0,3981000.0,13365000.0,7642000.0,-7883000.0,-6722000.0,-1797000.0,13580000.0,4126000.0,-4903000.0,10354000.0,3388000.0,7579000.0,7800000.0,29605000.0,10287000.0,-1349000.0,-2660000.0,23452000.0,39922000.0,8767000.0
InterestExpenseDebt / USD,,,,,,,,,,5025000.0,13049000.0,26294000.0,39730000.0,5025000.0,13049000.0,26294000.0,39730000.0,5025000.0,13835000.0,27875000.0,42121000.0,53364000.0,1331000.0,2664000.0,3997000.0,56579000.0,1336000.0,2673000.0,4011000.0,5333000.0,
InterestExpenseDebtExcludingAmortization / USD,,,,,,,,,,140000.0,359000.0,722000.0,1082000.0,140000.0,359000.0,722000.0,1082000.0,140000.0,359000.0,719000.0,1078000.0,1441000.0,359000.0,719000.0,1078000.0,1438000.0,359000.0,718000.0,1077000.0,1439000.0,
InterestExpenseNonoperating / USD,,,,,,,,,,,,,,,,,,,,,,,,,,56579000.0,3159000.0,6764000.0,9528000.0,6541000.0,3143000.0
InterestPaidNet / USD,,,,,,,,,,,,0.0,0.0,0.0,,743000.0,743000.0,0.0,,719000.0,719000.0,1462000.0,,719000.0,719000.0,1438000.0,,718000.0,718000.0,1438000.0,
InterestReceivableCurrent / USD,,,,,,,,,,,3800000.0,3800000.0,3800000.0,3800000.0,3900000.0,3900000.0,3900000.0,3900000.0,1300000.0,1300000.0,1300000.0,1300000.0,7200000.0,7200000.0,7200000.0,7200000.0,10700000.0,10700000.0,10700000.0,10700000.0,17900000.0
InvestmentIncomeInterest / USD,,,,,,,,,,2236000.0,2022000.0,3877000.0,5405000.0,7730000.0,940000.0,1695000.0,2288000.0,6477000.0,473000.0,1030000.0,1979000.0,2812000.0,7865000.0,20534000.0,39111000.0,4586000.0,25942000.0,54327000.0,81897000.0,60462000.0,30048000.0
LeaseCost / USD,,,,,,,4092000.0,8818000.0,13759000.0,19002000.0,,,,19002000.0,,,,19002000.0,,,,29404000.0,,,,38061000.0,,,,54485000.0,
LesseeOperatingLeaseLiabilityPaymentsDue / USD,,,,,,,38207000.0,38465000.0,45309000.0,47347000.0,,,,54239000.0,,,,80426000.0,,,,79694000.0,,,,100794000.0,,,,101670000.0,
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths / USD,,,,,,,,,,17062000.0,,,,21167000.0,,,,27814000.0,,,,36556000.0,,,,54301000.0,,,,56008000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFive / USD,,,,,,,2666000.0,2666000.0,3697000.0,3362000.0,,,,5015000.0,,,,,,,,,,,,,,,,1223000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearFour / USD,,,,,,,2729000.0,2995000.0,4859000.0,3702000.0,,,,4994000.0,,,,5015000.0,,,,1120000.0,,,,481000.0,,,,1631000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearThree / USD,,,,,,,7801000.0,8725000.0,11738000.0,5764000.0,,,,8184000.0,,,,20960000.0,,,,10573000.0,,,,11079000.0,,,,11679000.0,
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo / USD,,,,,,,11061000.0,11999000.0,14575000.0,13554000.0,,,,14039000.0,,,,25797000.0,,,,31445000.0,,,,34933000.0,,,,31129000.0,
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount / USD,,,,,,,3969000.0,4023000.0,4461000.0,3724000.0,,,,3172000.0,,,,3378000.0,,,,3308000.0,,,,5104000.0,,,,5821000.0,
Liabilities / USD,133067000.0,133067000.0,207545000.0,207545000.0,207545000.0,207545000.0,295604000.0,295604000.0,295604000.0,295604000.0,1348629000.0,1348629000.0,1348629000.0,1348629000.0,1728736000.0,1728736000.0,1728736000.0,1728736000.0,2259365000.0,2259365000.0,2259365000.0,2259365000.0,2883205000.0,2883205000.0,2883205000.0,2883205000.0,3430866000.0,3430866000.0,3430866000.0,3430866000.0,4620615000.0
LiabilitiesAndStockholdersEquity / USD,182902000.0,182902000.0,447781000.0,447781000.0,447781000.0,447781000.0,604162000.0,604162000.0,604162000.0,604162000.0,1833458000.0,1833458000.0,1833458000.0,1833458000.0,2257631000.0,2257631000.0,2257631000.0,2257631000.0,2832665000.0,2832665000.0,2832665000.0,2832665000.0,3608317000.0,3608317000.0,3608317000.0,3608317000.0,4704968000.0,4704968000.0,4704968000.0,4704968000.0,6419888000.0
LiabilitiesCurrent / USD,120459000.0,120459000.0,182832000.0,182832000.0,182832000.0,182832000.0,261949000.0,261949000.0,261949000.0,261949000.0,423901000.0,423901000.0,423901000.0,423901000.0,720205000.0,720205000.0,720205000.0,720205000.0,1134447000.0,1134447000.0,1134447000.0,1134447000.0,1535868000.0,1535868000.0,1535868000.0,1535868000.0,3112887000.0,3112887000.0,3112887000.0,3112887000.0,2429611000.0
LongTermDebt / USD,,,,,,,,,,861615000.0,861615000.0,861615000.0,861615000.0,861615000.0,913538000.0,913538000.0,913538000.0,913538000.0,968674000.0,968674000.0,968674000.0,968674000.0,1134159000.0,1134159000.0,1134159000.0,1134159000.0,1142275000.0,1142275000.0,1142275000.0,,
LongTermDebtFairValue / USD,,,,,,,,,,1307500000.0,1338500000.0,1713500000.0,1587000000.0,1307500000.0,1931700000.0,1931700000.0,1931700000.0,1931700000.0,1418500000.0,1418500000.0,1418500000.0,1418500000.0,1411400000.0,1411400000.0,1411400000.0,1411400000.0,1465500000.0,1465500000.0,1465500000.0,,1686500000.0
NetCashProvidedByUsedInFinancingActivities / USD,3271000.0,27563000.0,-3322000.0,-2946000.0,209248000.0,9497000.0,11449000.0,24270000.0,32300000.0,208397000.0,3059000.0,12092000.0,17888000.0,46384000.0,4519000.0,17558000.0,20223000.0,1022212000.0,2594000.0,16328000.0,17646000.0,41675000.0,980000.0,13512000.0,14602000.0,41337000.0,1256000.0,22255000.0,29694000.0,45990000.0,890000.0
NetCashProvidedByUsedInInvestingActivities / USD,-6437000.0,-6647000.0,-4544000.0,-7995000.0,-12432000.0,-8174000.0,-115346000.0,-119283000.0,-153677000.0,-178103000.0,-33626000.0,-40902000.0,-19462000.0,-162074000.0,-97886000.0,-147998000.0,-212788000.0,-1038162000.0,-67000.0,-23940000.0,82575000.0,-109668000.0,-57702000.0,12352000.0,-78922000.0,374063000.0,-162545000.0,-248750000.0,-608992000.0,-259337000.0,-201660000.0
NetCashProvidedByUsedInOperatingActivities / USD,-2311000.0,-11916000.0,-4352000.0,-5468000.0,2649000.0,-6019000.0,11014000.0,26721000.0,40204000.0,17307000.0,21429000.0,26860000.0,47682000.0,58027000.0,53532000.0,83936000.0,157304000.0,79317000.0,93271000.0,141533000.0,218774000.0,202040000.0,128457000.0,217938000.0,326407000.0,321912000.0,260806000.0,402875000.0,576289000.0,462343000.0,331335000.0
NetIncomeLoss / USD,-22191000.0,-27438000.0,-11398000.0,-17913000.0,-26684000.0,-35460000.0,-7588000.0,-11143000.0,-23379000.0,-33646000.0,-17076000.0,-46230000.0,-65567000.0,-28655000.0,-55006000.0,-122547000.0,-181006000.0,-115116000.0,-90801000.0,-191221000.0,-292626000.0,-262029000.0,-68162000.0,-125615000.0,-171661000.0,-390278000.0,-33483000.0,-61952000.0,-42828000.0,-202335000.0,-12051000.0
NetIncomeLossAvailableToCommonStockholdersBasic / USD,-29279000.0,-36086000.0,-13928000.0,-23022000.0,-33016000.0,-45030000.0,,,,-39978000.0,,,,,,,,-115116000.0,-90801000.0,-191221000.0,-292626000.0,-262029000.0,-68162000.0,-125615000.0,-171661000.0,-390278000.0,-33483000.0,-61952000.0,,-202335000.0,
NetIncomeLossAvailableToCommonStockholdersDiluted / USD,,,,,,,,,,,,,,,,,,-115116000.0,-90801000.0,-191221000.0,-292626000.0,-262029000.0,-68162000.0,-125615000.0,-171661000.0,-390278000.0,-33483000.0,-61952000.0,,-202335000.0,
NoncurrentAssets / USD,,,19765000.0,19765000.0,19765000.0,19765000.0,,,,41046000.0,,,,111853000.0,,,,152915000.0,,,,232990000.0,,,,313026000.0,,,,472881000.0,
NumberOfOperatingSegments / segment,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0
NumberOfReportableSegments / segment,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0
OperatingExpenses / USD,91754000.0,87041000.0,42867000.0,85563000.0,134326000.0,133318000.0,59862000.0,124075000.0,201780000.0,186923000.0,92307000.0,203617000.0,310076000.0,278480000.0,153518000.0,330325000.0,511602000.0,449492000.0,252719000.0,534431000.0,843813000.0,730595000.0,347938000.0,713170000.0,1091867000.0,1176093000.0,431366000.0,884623000.0,1322506000.0,1488743000.0,517160000.0
OperatingIncomeLoss / USD,-22019000.0,-26843000.0,-11277000.0,-17676000.0,-26700000.0,-35073000.0,-8663000.0,-13845000.0,-27382000.0,-34624000.0,-18275000.0,-48555000.0,-69069000.0,-35313000.0,-42667000.0,-96565000.0,-140415000.0,-113956000.0,-74371000.0,-158303000.0,-244900000.0,-207812000.0,-69087000.0,-134325000.0,-190071000.0,-327429000.0,-46057000.0,-91514000.0,-94527000.0,-234623000.0,-30667000.0
OperatingLeaseCost / USD,,,,,,,2952000.0,6215000.0,9712000.0,13602000.0,,,,13602000.0,,,,13602000.0,,,,20946000.0,,,,25703000.0,,,,32535000.0,
OperatingLeaseLiability / USD,,,,,,,34238000.0,34442000.0,40848000.0,43623000.0,,,,51067000.0,,,,77048000.0,,,,76386000.0,,,,95690000.0,,,,95849000.0,
OperatingLeaseLiabilityCurrent / USD,,,,,,,9413000.0,11142000.0,12939000.0,15600000.0,15600000.0,15600000.0,15600000.0,15600000.0,19842000.0,19842000.0,19842000.0,19842000.0,26100000.0,26100000.0,26100000.0,26100000.0,34469000.0,34469000.0,34469000.0,34469000.0,50866000.0,50866000.0,50866000.0,50866000.0,52497000.0
